sex.x,SampYear.x,lbin.x,n.x,sex.y,SampYear.y,lbin.y,n.y,ncomp,POP
2,12,3,14,1,12,13,7,98,0
1,13,3,27,1,12,13,7,189,0
2,13,3,23,1,12,13,7,161,0
1,14,3,19,1,12,13,7,133,0
2,14,3,22,1,12,13,7,154,0
1,15,3,24,1,12,13,7,168,0
2,15,3,16,1,12,13,7,112,0
1,10,4,18,1,12,13,7,126,0
2,10,4,20,1,12,13,7,140,0
1,11,4,20,1,12,13,7,140,0
2,11,4,20,1,12,13,7,140,0
1,12,4,27,1,12,13,7,189,0
2,12,4,22,1,12,13,7,154,0
1,13,4,28,1,12,13,7,196,0
2,13,4,15,1,12,13,7,105,0
1,14,4,30,1,12,13,7,210,0
2,14,4,18,1,12,13,7,126,0
1,15,4,26,1,12,13,7,182,0
2,15,4,16,1,12,13,7,112,0
1,10,5,19,1,12,13,7,133,0
2,10,5,18,1,12,13,7,126,0
1,11,5,24,1,12,13,7,168,0
2,11,5,15,1,12,13,7,105,0
1,12,5,25,1,12,13,7,175,0
2,12,5,18,1,12,13,7,126,0
1,13,5,19,1,12,13,7,133,0
2,13,5,21,1,12,13,7,147,0
1,14,5,15,1,12,13,7,105,0
2,14,5,27,1,12,13,7,189,0
1,15,5,18,1,12,13,7,126,0
2,15,5,29,1,12,13,7,203,0
1,10,6,12,1,12,13,7,84,0
2,10,6,15,1,12,13,7,105,0
1,11,6,13,1,12,13,7,91,0
2,11,6,14,1,12,13,7,98,0
1,12,6,18,1,12,13,7,126,0
2,12,6,12,1,12,13,7,84,0
1,13,6,11,1,12,13,7,77,0
2,13,6,18,1,12,13,7,126,0
1,14,6,15,1,12,13,7,105,0
2,14,6,12,1,12,13,7,84,0
1,15,6,8,1,12,13,7,56,0
2,15,6,18,1,12,13,7,126,0
1,10,7,10,1,12,13,7,70,0
2,10,7,6,1,12,13,7,42,0
1,11,7,12,1,12,13,7,84,0
2,11,7,7,1,12,13,7,49,0
1,12,7,8,1,12,13,7,56,0
2,12,7,8,1,12,13,7,56,0
1,13,7,11,1,12,13,7,77,0
2,13,7,6,1,12,13,7,42,0
1,14,7,8,1,12,13,7,56,0
2,14,7,6,1,12,13,7,42,0
1,15,7,11,1,12,13,7,77,0
2,15,7,7,1,12,13,7,49,0
1,10,8,13,1,12,13,7,91,0
2,10,8,8,1,12,13,7,56,0
1,11,8,11,1,12,13,7,77,0
2,11,8,5,1,12,13,7,35,0
1,12,8,10,1,12,13,7,70,0
2,12,8,9,1,12,13,7,63,0
1,13,8,8,1,12,13,7,56,0
2,13,8,0,1,12,13,7,0,0
1,14,8,7,1,12,13,7,49,0
2,14,8,12,1,12,13,7,84,0
1,15,8,12,1,12,13,7,84,0
2,15,8,6,1,12,13,7,42,0
1,10,9,13,1,12,13,7,91,0
2,10,9,6,1,12,13,7,42,0
1,11,9,14,1,12,13,7,98,0
2,11,9,7,1,12,13,7,49,0
1,12,9,11,1,12,13,7,77,0
2,12,9,9,1,12,13,7,63,0
1,13,9,9,1,12,13,7,63,0
2,13,9,4,1,12,13,7,28,0
1,14,9,8,1,12,13,7,56,0
2,14,9,9,1,12,13,7,63,0
1,15,9,12,1,12,13,7,84,0
2,15,9,11,1,12,13,7,77,0
1,10,10,7,1,12,13,7,49,0
2,10,10,7,1,12,13,7,49,0
1,11,10,9,1,12,13,7,63,0
2,11,10,10,1,12,13,7,70,0
1,12,10,11,1,12,13,7,77,0
2,12,10,10,1,12,13,7,70,0
1,13,10,8,1,12,13,7,56,0
2,13,10,15,1,12,13,7,105,0
1,14,10,10,1,12,13,7,70,0
2,14,10,7,1,12,13,7,49,0
1,15,10,10,1,12,13,7,70,0
2,15,10,12,1,12,13,7,84,0
1,10,11,12,1,12,13,7,84,0
2,10,11,10,1,12,13,7,70,0
1,11,11,9,1,12,13,7,63,0
2,11,11,12,1,12,13,7,84,0
1,12,11,16,1,12,13,7,112,0
2,12,11,7,1,12,13,7,49,0
1,13,11,8,1,12,13,7,56,0
2,13,11,7,1,12,13,7,49,0
1,14,11,10,1,12,13,7,70,0
2,14,11,9,1,12,13,7,63,0
1,15,11,11,1,12,13,7,77,0
2,15,11,8,1,12,13,7,56,0
1,10,12,13,1,12,13,7,91,0
2,10,12,8,1,12,13,7,56,0
1,11,12,9,1,12,13,7,63,0
2,11,12,16,1,12,13,7,112,0
1,12,12,11,1,12,13,7,77,0
2,12,12,10,1,12,13,7,70,0
1,13,12,10,1,12,13,7,70,0
2,13,12,11,1,12,13,7,77,0
1,14,12,7,1,12,13,7,49,0
2,14,12,12,1,12,13,7,84,0
1,15,12,9,1,12,13,7,63,0
2,15,12,10,1,12,13,7,70,0
1,10,13,13,1,12,13,7,91,0
2,10,13,4,1,12,13,7,28,0
1,11,13,8,1,12,13,7,56,0
2,11,13,10,1,12,13,7,70,0
1,12,13,7,1,12,13,7,21,0
2,12,13,6,1,12,13,7,42,0
1,13,13,13,1,12,13,7,91,0
2,13,13,8,1,12,13,7,56,0
1,14,13,6,1,12,13,7,42,0
2,14,13,7,1,12,13,7,49,0
1,15,13,6,1,12,13,7,42,0
2,15,13,9,1,12,13,7,63,0
1,10,14,8,1,12,13,7,56,0
2,10,14,7,1,12,13,7,49,0
1,11,14,3,1,12,13,7,21,0
2,11,14,11,1,12,13,7,77,0
1,12,14,4,1,12,13,7,28,0
2,12,14,8,1,12,13,7,56,0
1,13,14,8,1,12,13,7,56,0
2,13,14,7,1,12,13,7,49,0
1,14,14,3,1,12,13,7,21,0
2,14,14,5,1,12,13,7,35,0
1,15,14,8,1,12,13,7,56,0
2,15,14,7,1,12,13,7,49,0
1,10,15,0,1,12,13,7,0,0
2,10,15,7,1,12,13,7,49,0
1,11,15,4,1,12,13,7,28,0
2,11,15,6,1,12,13,7,42,0
1,12,15,1,1,12,13,7,7,0
2,12,15,5,1,12,13,7,35,0
1,13,15,0,1,12,13,7,0,0
2,13,15,2,1,12,13,7,14,0
1,14,15,0,1,12,13,7,0,0
2,14,15,3,1,12,13,7,21,0
1,15,15,0,1,12,13,7,0,0
2,15,15,7,1,12,13,7,49,0
1,10,16,0,1,12,13,7,0,0
2,10,16,5,1,12,13,7,35,0
1,11,16,2,1,12,13,7,14,0
2,11,16,8,1,12,13,7,56,0
1,12,16,0,1,12,13,7,0,0
2,12,16,5,1,12,13,7,35,0
1,13,16,0,1,12,13,7,0,0
2,13,16,4,1,12,13,7,28,0
1,14,16,2,1,12,13,7,14,0
2,14,16,3,1,12,13,7,21,0
1,15,16,2,1,12,13,7,14,0
2,15,16,4,1,12,13,7,28,0
1,10,17,0,1,12,13,7,0,0
2,10,17,7,1,12,13,7,49,0
1,11,17,1,1,12,13,7,7,0
2,11,17,5,1,12,13,7,35,0
1,12,17,1,1,12,13,7,7,0
2,12,17,2,1,12,13,7,14,0
1,13,17,0,1,12,13,7,0,0
2,13,17,3,1,12,13,7,21,0
1,14,17,0,1,12,13,7,0,0
2,14,17,1,1,12,13,7,7,0
1,15,17,0,1,12,13,7,0,0
2,15,17,6,1,12,13,7,42,0
1,10,18,1,1,12,13,7,7,0
2,10,18,4,1,12,13,7,28,0
1,11,18,1,1,12,13,7,7,0
2,11,18,2,1,12,13,7,14,0
1,12,18,0,1,12,13,7,0,0
2,12,18,4,1,12,13,7,28,0
1,13,18,0,1,12,13,7,0,0
2,13,18,4,1,12,13,7,28,0
1,14,18,0,1,12,13,7,0,0
2,14,18,2,1,12,13,7,14,0
1,15,18,0,1,12,13,7,0,0
2,15,18,0,1,12,13,7,0,0
1,10,19,0,1,12,13,7,0,0
2,10,19,1,1,12,13,7,7,0
1,11,19,0,1,12,13,7,0,0
2,11,19,4,1,12,13,7,28,0
1,12,19,0,1,12,13,7,0,0
2,12,19,3,1,12,13,7,21,0
1,13,19,0,1,12,13,7,0,0
2,13,19,1,1,12,13,7,7,0
1,14,19,0,1,12,13,7,0,0
2,14,19,1,1,12,13,7,7,0
1,15,19,0,1,12,13,7,0,0
2,15,19,1,1,12,13,7,7,0
1,10,20,0,1,12,13,7,0,0
2,10,20,1,1,12,13,7,7,0
1,11,20,1,1,12,13,7,7,0
2,11,20,1,1,12,13,7,7,0
1,12,20,0,1,12,13,7,0,0
2,12,20,1,1,12,13,7,7,0
1,13,20,0,1,12,13,7,0,0
2,13,20,0,1,12,13,7,0,0
1,14,20,0,1,12,13,7,0,0
2,14,20,0,1,12,13,7,0,0
1,15,20,0,1,12,13,7,0,0
2,15,20,0,1,12,13,7,0,0
1,10,21,0,1,12,13,7,0,0
2,10,21,1,1,12,13,7,7,0
1,11,21,0,1,12,13,7,0,0
2,11,21,0,1,12,13,7,0,0
1,12,21,0,1,12,13,7,0,0
2,12,21,2,1,12,13,7,14,0
1,13,21,0,1,12,13,7,0,0
2,13,21,1,1,12,13,7,7,0
1,14,21,0,1,12,13,7,0,0
2,14,21,0,1,12,13,7,0,0
1,15,21,0,1,12,13,7,0,0
2,15,21,0,1,12,13,7,0,0
1,10,22,0,1,12,13,7,0,0
2,10,22,2,1,12,13,7,14,0
1,11,22,0,1,12,13,7,0,0
2,11,22,0,1,12,13,7,0,0
1,12,22,0,1,12,13,7,0,0
2,12,22,0,1,12,13,7,0,0
1,13,22,0,1,12,13,7,0,0
2,13,22,0,1,12,13,7,0,0
1,14,22,0,1,12,13,7,0,0
2,14,22,0,1,12,13,7,0,0
1,15,22,0,1,12,13,7,0,0
2,15,22,0,1,12,13,7,0,0
1,10,1,14,2,12,13,6,84,0
2,10,1,15,2,12,13,6,90,0
1,11,1,11,2,12,13,6,66,0
2,11,1,15,2,12,13,6,90,0
1,12,1,10,2,12,13,6,60,0
2,12,1,19,2,12,13,6,114,0
1,13,1,11,2,12,13,6,66,0
2,13,1,11,2,12,13,6,66,0
1,14,1,11,2,12,13,6,66,0
2,14,1,11,2,12,13,6,66,0
1,15,1,10,2,12,13,6,60,0
2,15,1,14,2,12,13,6,84,0
1,10,2,12,2,12,13,6,72,0
2,10,2,11,2,12,13,6,66,0
1,11,2,15,2,12,13,6,90,0
2,11,2,14,2,12,13,6,84,0
1,12,2,14,2,12,13,6,84,0
2,12,2,10,2,12,13,6,60,0
1,13,2,10,2,12,13,6,60,0
2,13,2,14,2,12,13,6,84,0
1,14,2,17,2,12,13,6,102,0
2,14,2,20,2,12,13,6,120,0
1,15,2,13,2,12,13,6,78,0
2,15,2,20,2,12,13,6,120,0
1,10,3,19,2,12,13,6,114,0
2,10,3,19,2,12,13,6,114,0
1,11,3,21,2,12,13,6,126,0
2,11,3,22,2,12,13,6,132,0
1,12,3,13,2,12,13,6,78,0
2,12,3,14,2,12,13,6,84,0
1,13,3,27,2,12,13,6,162,0
2,13,3,23,2,12,13,6,138,0
1,14,3,19,2,12,13,6,114,0
2,14,3,22,2,12,13,6,132,0
1,15,3,24,2,12,13,6,144,0
2,15,3,16,2,12,13,6,96,0
1,10,4,18,2,12,13,6,108,0
2,10,4,20,2,12,13,6,120,0
1,11,4,20,2,12,13,6,120,0
2,11,4,20,2,12,13,6,120,0
1,12,4,27,2,12,13,6,162,0
2,12,4,22,2,12,13,6,132,0
1,13,4,28,2,12,13,6,168,0
2,13,4,15,2,12,13,6,90,0
1,14,4,30,2,12,13,6,180,0
2,14,4,18,2,12,13,6,108,0
1,15,4,26,2,12,13,6,156,0
2,15,4,16,2,12,13,6,96,0
1,10,5,19,2,12,13,6,114,0
2,10,5,18,2,12,13,6,108,0
1,11,5,24,2,12,13,6,144,0
2,11,5,15,2,12,13,6,90,0
1,12,5,25,2,12,13,6,150,0
2,12,5,18,2,12,13,6,108,0
1,13,5,19,2,12,13,6,114,0
2,13,5,21,2,12,13,6,126,0
1,14,5,15,2,12,13,6,90,0
2,14,5,27,2,12,13,6,162,0
1,15,5,18,2,12,13,6,108,0
2,15,5,29,2,12,13,6,174,0
1,10,6,12,2,12,13,6,72,0
2,10,6,15,2,12,13,6,90,0
1,11,6,13,2,12,13,6,78,0
2,11,6,14,2,12,13,6,84,0
1,12,6,18,2,12,13,6,108,0
2,12,6,12,2,12,13,6,72,0
1,13,6,11,2,12,13,6,66,0
2,13,6,18,2,12,13,6,108,0
1,14,6,15,2,12,13,6,90,0
2,14,6,12,2,12,13,6,72,0
1,15,6,8,2,12,13,6,48,0
2,15,6,18,2,12,13,6,108,0
1,10,7,10,2,12,13,6,60,0
2,10,7,6,2,12,13,6,36,0
1,11,7,12,2,12,13,6,72,0
2,11,7,7,2,12,13,6,42,0
1,12,7,8,2,12,13,6,48,0
2,12,7,8,2,12,13,6,48,0
1,13,7,11,2,12,13,6,66,0
2,13,7,6,2,12,13,6,36,0
1,14,7,8,2,12,13,6,48,0
2,14,7,6,2,12,13,6,36,0
1,15,7,11,2,12,13,6,66,0
2,15,7,7,2,12,13,6,42,0
1,10,8,13,2,12,13,6,78,0
2,10,8,8,2,12,13,6,48,0
1,11,8,11,2,12,13,6,66,0
2,11,8,5,2,12,13,6,30,0
1,12,8,10,2,12,13,6,60,0
2,12,8,9,2,12,13,6,54,0
1,13,8,8,2,12,13,6,48,0
2,13,8,0,2,12,13,6,0,0
1,14,8,7,2,12,13,6,42,0
2,14,8,12,2,12,13,6,72,0
1,15,8,12,2,12,13,6,72,0
2,15,8,6,2,12,13,6,36,0
1,10,9,13,2,12,13,6,78,0
2,10,9,6,2,12,13,6,36,0
1,11,9,14,2,12,13,6,84,0
2,11,9,7,2,12,13,6,42,0
1,12,9,11,2,12,13,6,66,0
2,12,9,9,2,12,13,6,54,0
1,13,9,9,2,12,13,6,54,0
2,13,9,4,2,12,13,6,24,0
1,14,9,8,2,12,13,6,48,0
2,14,9,9,2,12,13,6,54,0
1,15,9,12,2,12,13,6,72,0
2,15,9,11,2,12,13,6,66,0
1,10,10,7,2,12,13,6,42,0
2,10,10,7,2,12,13,6,42,0
1,11,10,9,2,12,13,6,54,0
2,11,10,10,2,12,13,6,60,0
1,12,10,11,2,12,13,6,66,0
2,12,10,10,2,12,13,6,60,0
1,13,10,8,2,12,13,6,48,0
2,13,10,15,2,12,13,6,90,0
1,14,10,10,2,12,13,6,60,0
2,14,10,7,2,12,13,6,42,0
1,15,10,10,2,12,13,6,60,0
2,15,10,12,2,12,13,6,72,0
1,10,11,12,2,12,13,6,72,0
2,10,11,10,2,12,13,6,60,0
1,11,11,9,2,12,13,6,54,0
2,11,11,12,2,12,13,6,72,0
1,12,11,16,2,12,13,6,96,0
2,12,11,7,2,12,13,6,42,0
1,13,11,8,2,12,13,6,48,0
2,13,11,7,2,12,13,6,42,0
1,14,11,10,2,12,13,6,60,0
2,14,11,9,2,12,13,6,54,0
1,15,11,11,2,12,13,6,66,0
2,15,11,8,2,12,13,6,48,0
1,10,12,13,2,12,13,6,78,0
2,10,12,8,2,12,13,6,48,0
1,11,12,9,2,12,13,6,54,0
2,11,12,16,2,12,13,6,96,0
1,12,12,11,2,12,13,6,66,0
2,12,12,10,2,12,13,6,60,0
1,13,12,10,2,12,13,6,60,0
2,13,12,11,2,12,13,6,66,0
1,14,12,7,2,12,13,6,42,0
2,14,12,12,2,12,13,6,72,0
1,15,12,9,2,12,13,6,54,0
2,15,12,10,2,12,13,6,60,0
1,10,13,13,2,12,13,6,78,0
2,10,13,4,2,12,13,6,24,0
1,11,13,8,2,12,13,6,48,0
2,11,13,10,2,12,13,6,60,0
1,12,13,7,2,12,13,6,42,0
2,12,13,6,2,12,13,6,15,0
1,13,13,13,2,12,13,6,78,0
2,13,13,8,2,12,13,6,48,0
1,14,13,6,2,12,13,6,36,0
2,14,13,7,2,12,13,6,42,0
1,15,13,6,2,12,13,6,36,0
2,15,13,9,2,12,13,6,54,0
1,10,14,8,2,12,13,6,48,0
2,10,14,7,2,12,13,6,42,0
1,11,14,3,2,12,13,6,18,0
2,11,14,11,2,12,13,6,66,0
1,12,14,4,2,12,13,6,24,0
2,12,14,8,2,12,13,6,48,0
1,13,14,8,2,12,13,6,48,0
2,13,14,7,2,12,13,6,42,0
1,14,14,3,2,12,13,6,18,0
2,14,14,5,2,12,13,6,30,0
1,15,14,8,2,12,13,6,48,0
2,15,14,7,2,12,13,6,42,0
1,10,15,0,2,12,13,6,0,0
2,10,15,7,2,12,13,6,42,0
1,11,15,4,2,12,13,6,24,0
2,11,15,6,2,12,13,6,36,0
1,12,15,1,2,12,13,6,6,0
2,12,15,5,2,12,13,6,30,0
1,13,15,0,2,12,13,6,0,0
2,13,15,2,2,12,13,6,12,0
1,14,15,0,2,12,13,6,0,0
2,14,15,3,2,12,13,6,18,0
1,15,15,0,2,12,13,6,0,0
2,15,15,7,2,12,13,6,42,0
1,10,16,0,2,12,13,6,0,0
2,10,16,5,2,12,13,6,30,0
1,11,16,2,2,12,13,6,12,0
2,11,16,8,2,12,13,6,48,0
1,12,16,0,2,12,13,6,0,0
2,12,16,5,2,12,13,6,30,0
1,13,16,0,2,12,13,6,0,0
2,13,16,4,2,12,13,6,24,0
1,14,16,2,2,12,13,6,12,0
2,14,16,3,2,12,13,6,18,0
1,15,16,2,2,12,13,6,12,0
2,15,16,4,2,12,13,6,24,0
1,10,17,0,2,12,13,6,0,0
2,10,17,7,2,12,13,6,42,0
1,11,17,1,2,12,13,6,6,0
2,11,17,5,2,12,13,6,30,0
1,12,17,1,2,12,13,6,6,0
2,12,17,2,2,12,13,6,12,0
1,13,17,0,2,12,13,6,0,0
2,13,17,3,2,12,13,6,18,0
1,14,17,0,2,12,13,6,0,0
2,14,17,1,2,12,13,6,6,0
1,15,17,0,2,12,13,6,0,0
2,15,17,6,2,12,13,6,36,0
1,10,18,1,2,12,13,6,6,0
2,10,18,4,2,12,13,6,24,0
1,11,18,1,2,12,13,6,6,0
2,11,18,2,2,12,13,6,12,0
1,12,18,0,2,12,13,6,0,0
2,12,18,4,2,12,13,6,24,0
1,13,18,0,2,12,13,6,0,0
2,13,18,4,2,12,13,6,24,0
1,14,18,0,2,12,13,6,0,0
2,14,18,2,2,12,13,6,12,0
1,15,18,0,2,12,13,6,0,0
2,15,18,0,2,12,13,6,0,0
1,10,19,0,2,12,13,6,0,0
2,10,19,1,2,12,13,6,6,0
1,11,19,0,2,12,13,6,0,0
2,11,19,4,2,12,13,6,24,0
1,12,19,0,2,12,13,6,0,0
2,12,19,3,2,12,13,6,18,0
1,13,19,0,2,12,13,6,0,0
2,13,19,1,2,12,13,6,6,0
1,14,19,0,2,12,13,6,0,0
2,14,19,1,2,12,13,6,6,0
1,15,19,0,2,12,13,6,0,0
2,15,19,1,2,12,13,6,6,0
1,10,20,0,2,12,13,6,0,0
2,10,20,1,2,12,13,6,6,0
1,11,20,1,2,12,13,6,6,0
2,11,20,1,2,12,13,6,6,0
1,12,20,0,2,12,13,6,0,0
2,12,20,1,2,12,13,6,6,0
1,13,20,0,2,12,13,6,0,0
2,13,20,0,2,12,13,6,0,0
1,14,20,0,2,12,13,6,0,0
2,14,20,0,2,12,13,6,0,0
1,15,20,0,2,12,13,6,0,0
2,15,20,0,2,12,13,6,0,0
1,10,21,0,2,12,13,6,0,0
2,10,21,1,2,12,13,6,6,0
1,11,21,0,2,12,13,6,0,0
2,11,21,0,2,12,13,6,0,0
1,12,21,0,2,12,13,6,0,0
2,12,21,2,2,12,13,6,12,0
1,13,21,0,2,12,13,6,0,0
2,13,21,1,2,12,13,6,6,0
1,14,21,0,2,12,13,6,0,0
2,14,21,0,2,12,13,6,0,0
1,15,21,0,2,12,13,6,0,0
2,15,21,0,2,12,13,6,0,0
1,10,22,0,2,12,13,6,0,0
2,10,22,2,2,12,13,6,12,0
1,11,22,0,2,12,13,6,0,0
2,11,22,0,2,12,13,6,0,0
1,12,22,0,2,12,13,6,0,0
2,12,22,0,2,12,13,6,0,0
1,13,22,0,2,12,13,6,0,0
2,13,22,0,2,12,13,6,0,0
1,14,22,0,2,12,13,6,0,0
2,14,22,0,2,12,13,6,0,0
1,15,22,0,2,12,13,6,0,0
2,15,22,0,2,12,13,6,0,0
1,10,1,14,1,13,13,13,182,0
2,10,1,15,1,13,13,13,195,0
1,11,1,11,1,13,13,13,143,0
2,11,1,15,1,13,13,13,195,0
1,12,1,10,1,13,13,13,130,0
2,12,1,19,1,13,13,13,247,0
1,13,1,11,1,13,13,13,143,0
2,13,1,11,1,13,13,13,143,0
1,14,1,11,1,13,13,13,143,0
2,14,1,11,1,13,13,13,143,0
1,15,1,10,1,13,13,13,130,0
2,15,1,14,1,13,13,13,182,0
1,10,2,12,1,13,13,13,156,0
2,10,2,11,1,13,13,13,143,0
1,11,2,15,1,13,13,13,195,0
2,11,2,14,1,13,13,13,182,0
1,12,2,14,1,13,13,13,182,0
2,12,2,10,1,13,13,13,130,0
1,13,2,10,1,13,13,13,130,0
2,13,2,14,1,13,13,13,182,0
1,14,2,17,1,13,13,13,221,0
2,14,2,20,1,13,13,13,260,0
1,15,2,13,1,13,13,13,169,0
2,15,2,20,1,13,13,13,260,0
1,10,3,19,1,13,13,13,247,0
2,10,3,19,1,13,13,13,247,0
1,11,3,21,1,13,13,13,273,0
2,11,3,22,1,13,13,13,286,0
1,12,3,13,1,13,13,13,169,0
2,12,3,14,1,13,13,13,182,0
1,13,3,27,1,13,13,13,351,0
2,13,3,23,1,13,13,13,299,0
1,14,3,19,1,13,13,13,247,0
2,14,3,22,1,13,13,13,286,0
1,15,3,24,1,13,13,13,312,0
2,15,3,16,1,13,13,13,208,0
1,10,4,18,1,13,13,13,234,0
2,10,4,20,1,13,13,13,260,0
1,11,4,20,1,13,13,13,260,0
2,11,4,20,1,13,13,13,260,0
1,12,4,27,1,13,13,13,351,0
2,12,4,22,1,13,13,13,286,0
1,13,4,28,1,13,13,13,364,0
2,13,4,15,1,13,13,13,195,0
1,14,4,30,1,13,13,13,390,0
2,14,4,18,1,13,13,13,234,0
1,15,4,26,1,13,13,13,338,0
2,15,4,16,1,13,13,13,208,0
1,10,5,19,1,13,13,13,247,0
2,10,5,18,1,13,13,13,234,0
1,11,5,24,1,13,13,13,312,0
2,11,5,15,1,13,13,13,195,0
1,12,5,25,1,13,13,13,325,0
2,12,5,18,1,13,13,13,234,0
1,13,5,19,1,13,13,13,247,0
2,13,5,21,1,13,13,13,273,0
1,14,5,15,1,13,13,13,195,0
2,14,5,27,1,13,13,13,351,0
1,15,5,18,1,13,13,13,234,0
2,15,5,29,1,13,13,13,377,0
1,10,6,12,1,13,13,13,156,0
2,10,6,15,1,13,13,13,195,0
1,11,6,13,1,13,13,13,169,0
2,11,6,14,1,13,13,13,182,0
1,12,6,18,1,13,13,13,234,0
2,12,6,12,1,13,13,13,156,0
1,13,6,11,1,13,13,13,143,0
2,13,6,18,1,13,13,13,234,0
1,14,6,15,1,13,13,13,195,0
2,14,6,12,1,13,13,13,156,0
1,15,6,8,1,13,13,13,104,0
2,15,6,18,1,13,13,13,234,0
1,10,7,10,1,13,13,13,130,0
2,10,7,6,1,13,13,13,78,0
1,11,7,12,1,13,13,13,156,0
2,11,7,7,1,13,13,13,91,0
1,12,7,8,1,13,13,13,104,0
2,12,7,8,1,13,13,13,104,0
1,13,7,11,1,13,13,13,143,0
2,13,7,6,1,13,13,13,78,0
1,14,7,8,1,13,13,13,104,0
2,14,7,6,1,13,13,13,78,0
1,15,7,11,1,13,13,13,143,0
2,15,7,7,1,13,13,13,91,0
1,10,8,13,1,13,13,13,169,0
2,10,8,8,1,13,13,13,104,0
1,11,8,11,1,13,13,13,143,0
2,11,8,5,1,13,13,13,65,0
1,12,8,10,1,13,13,13,130,0
2,12,8,9,1,13,13,13,117,0
1,13,8,8,1,13,13,13,104,0
2,13,8,0,1,13,13,13,0,0
1,14,8,7,1,13,13,13,91,0
2,14,8,12,1,13,13,13,156,0
1,15,8,12,1,13,13,13,156,0
2,15,8,6,1,13,13,13,78,0
1,10,9,13,1,13,13,13,169,0
2,10,9,6,1,13,13,13,78,0
1,11,9,14,1,13,13,13,182,0
2,11,9,7,1,13,13,13,91,0
1,12,9,11,1,13,13,13,143,0
2,12,9,9,1,13,13,13,117,0
1,13,9,9,1,13,13,13,117,0
2,13,9,4,1,13,13,13,52,0
1,14,9,8,1,13,13,13,104,0
2,14,9,9,1,13,13,13,117,0
1,15,9,12,1,13,13,13,156,0
2,15,9,11,1,13,13,13,143,0
1,10,10,7,1,13,13,13,91,0
2,10,10,7,1,13,13,13,91,0
1,11,10,9,1,13,13,13,117,0
2,11,10,10,1,13,13,13,130,0
1,12,10,11,1,13,13,13,143,0
2,12,10,10,1,13,13,13,130,0
1,13,10,8,1,13,13,13,104,0
2,13,10,15,1,13,13,13,195,0
1,14,10,10,1,13,13,13,130,0
2,14,10,7,1,13,13,13,91,0
1,15,10,10,1,13,13,13,130,0
2,15,10,12,1,13,13,13,156,0
1,10,11,12,1,13,13,13,156,0
2,10,11,10,1,13,13,13,130,0
1,11,11,9,1,13,13,13,117,0
2,11,11,12,1,13,13,13,156,0
1,12,11,16,1,13,13,13,208,0
2,12,11,7,1,13,13,13,91,0
1,13,11,8,1,13,13,13,104,0
2,13,11,7,1,13,13,13,91,0
1,14,11,10,1,13,13,13,130,0
2,14,11,9,1,13,13,13,117,0
1,15,11,11,1,13,13,13,143,0
2,15,11,8,1,13,13,13,104,0
1,10,12,13,1,13,13,13,169,0
2,10,12,8,1,13,13,13,104,0
1,11,12,9,1,13,13,13,117,0
2,11,12,16,1,13,13,13,208,0
1,12,12,11,1,13,13,13,143,0
2,12,12,10,1,13,13,13,130,0
1,13,12,10,1,13,13,13,130,0
2,13,12,11,1,13,13,13,143,0
1,14,12,7,1,13,13,13,91,0
2,14,12,12,1,13,13,13,156,0
1,15,12,9,1,13,13,13,117,0
2,15,12,10,1,13,13,13,130,0
1,10,13,13,1,13,13,13,169,0
2,10,13,4,1,13,13,13,52,0
1,11,13,8,1,13,13,13,104,0
2,11,13,10,1,13,13,13,130,0
1,12,13,7,1,13,13,13,91,0
2,12,13,6,1,13,13,13,78,0
1,13,13,13,1,13,13,13,78,0
2,13,13,8,1,13,13,13,104,0
1,14,13,6,1,13,13,13,78,0
2,14,13,7,1,13,13,13,91,0
1,15,13,6,1,13,13,13,78,0
2,15,13,9,1,13,13,13,117,0
1,10,14,8,1,13,13,13,104,0
2,10,14,7,1,13,13,13,91,0
1,11,14,3,1,13,13,13,39,0
2,11,14,11,1,13,13,13,143,0
1,12,14,4,1,13,13,13,52,0
2,12,14,8,1,13,13,13,104,0
1,13,14,8,1,13,13,13,104,0
2,13,14,7,1,13,13,13,91,0
1,14,14,3,1,13,13,13,39,0
2,14,14,5,1,13,13,13,65,0
1,15,14,8,1,13,13,13,104,0
2,15,14,7,1,13,13,13,91,0
1,10,15,0,1,13,13,13,0,0
2,10,15,7,1,13,13,13,91,0
1,11,15,4,1,13,13,13,52,0
2,11,15,6,1,13,13,13,78,0
1,12,15,1,1,13,13,13,13,0
2,12,15,5,1,13,13,13,65,0
1,13,15,0,1,13,13,13,0,0
2,13,15,2,1,13,13,13,26,0
1,14,15,0,1,13,13,13,0,0
2,14,15,3,1,13,13,13,39,0
1,15,15,0,1,13,13,13,0,0
2,15,15,7,1,13,13,13,91,0
1,10,16,0,1,13,13,13,0,0
2,10,16,5,1,13,13,13,65,0
1,11,16,2,1,13,13,13,26,0
2,11,16,8,1,13,13,13,104,0
1,12,16,0,1,13,13,13,0,0
2,12,16,5,1,13,13,13,65,0
1,13,16,0,1,13,13,13,0,0
2,13,16,4,1,13,13,13,52,0
1,14,16,2,1,13,13,13,26,0
2,14,16,3,1,13,13,13,39,0
1,15,16,2,1,13,13,13,26,0
2,15,16,4,1,13,13,13,52,0
1,10,17,0,1,13,13,13,0,0
2,10,17,7,1,13,13,13,91,0
1,11,17,1,1,13,13,13,13,0
2,11,17,5,1,13,13,13,65,0
1,12,17,1,1,13,13,13,13,0
2,12,17,2,1,13,13,13,26,0
