sex.x,SampYear.x,lbin.x,n.x,sex.y,SampYear.y,lbin.y,n.y,ncomp,POP,SOPs
2,13,8,43,2,11,3,29,1247,0,0
1,14,8,30,2,11,3,29,870,0,0
2,14,8,24,2,11,3,29,696,0,0
1,15,8,31,2,11,3,29,899,0,0
2,15,8,36,2,11,3,29,1044,0,0
1,10,9,35,2,11,3,29,1015,0,0
2,10,9,23,2,11,3,29,667,0,0
1,11,9,35,2,11,3,29,1015,0,0
2,11,9,37,2,11,3,29,1073,0,0
1,12,9,40,2,11,3,29,1160,0,0
2,12,9,28,2,11,3,29,812,0,0
1,13,9,35,2,11,3,29,1015,0,0
2,13,9,33,2,11,3,29,957,0,0
1,14,9,26,2,11,3,29,754,0,0
2,14,9,28,2,11,3,29,812,0,0
1,15,9,27,2,11,3,29,783,0,0
2,15,9,32,2,11,3,29,928,0,0
1,10,10,42,2,11,3,29,1218,0,0
2,10,10,33,2,11,3,29,957,0,0
1,11,10,36,2,11,3,29,1044,0,0
2,11,10,34,2,11,3,29,986,0,0
1,12,10,38,2,11,3,29,1102,0,0
2,12,10,21,2,11,3,29,609,0,0
1,13,10,36,2,11,3,29,1044,0,0
2,13,10,29,2,11,3,29,841,0,0
1,14,10,33,2,11,3,29,957,0,0
2,14,10,31,2,11,3,29,899,0,0
1,15,10,39,2,11,3,29,1131,0,0
2,15,10,28,2,11,3,29,812,0,0
1,10,1,42,1,12,3,29,1218,0,0
2,10,1,26,1,12,3,29,754,0,0
1,11,1,32,1,12,3,29,928,0,0
2,11,1,33,1,12,3,29,957,0,0
1,12,1,34,1,12,3,29,986,0,0
2,12,1,25,1,12,3,29,725,0,0
1,13,1,25,1,12,3,29,725,0,0
2,13,1,33,1,12,3,29,957,0,0
1,14,1,27,1,12,3,29,783,0,0
2,14,1,41,1,12,3,29,1189,0,0
1,15,1,26,1,12,3,29,754,0,0
2,15,1,31,1,12,3,29,899,0,0
1,10,2,30,1,12,3,29,870,0,0
2,10,2,33,1,12,3,29,957,0,0
1,11,2,35,1,12,3,29,1015,0,0
2,11,2,43,1,12,3,29,1247,0,0
1,12,2,31,1,12,3,29,899,0,0
2,12,2,41,1,12,3,29,1189,0,0
1,13,2,30,1,12,3,29,870,0,0
2,13,2,43,1,12,3,29,1247,0,0
1,14,2,24,1,12,3,29,696,0,0
2,14,2,22,1,12,3,29,638,0,0
1,15,2,29,1,12,3,29,841,0,0
2,15,2,34,1,12,3,29,986,0,0
1,10,3,24,1,12,3,29,696,0,0
2,10,3,27,1,12,3,29,783,0,0
1,11,3,29,1,12,3,29,841,0,1
2,11,3,29,1,12,3,29,841,0,0
1,12,3,29,1,12,3,29,406,0,0
2,12,3,27,1,12,3,29,783,0,0
1,13,3,29,1,12,3,29,841,0,0
2,13,3,38,1,12,3,29,1102,0,0
1,14,3,37,1,12,3,29,1073,0,0
2,14,3,37,1,12,3,29,1073,0,0
1,15,3,15,1,12,3,29,435,0,0
2,15,3,19,1,12,3,29,551,0,0
1,10,4,35,1,12,3,29,1015,0,0
2,10,4,26,1,12,3,29,754,0,0
1,11,4,25,1,12,3,29,725,0,1
2,11,4,22,1,12,3,29,638,0,0
1,12,4,31,1,12,3,29,899,0,0
2,12,4,24,1,12,3,29,696,0,0
1,13,4,27,1,12,3,29,783,0,0
2,13,4,42,1,12,3,29,1218,0,0
1,14,4,41,1,12,3,29,1189,0,0
2,14,4,44,1,12,3,29,1276,0,0
1,15,4,30,1,12,3,29,870,0,0
2,15,4,33,1,12,3,29,957,0,0
1,10,5,22,1,12,3,29,638,0,0
2,10,5,40,1,12,3,29,1160,0,0
1,11,5,30,1,12,3,29,870,0,0
2,11,5,31,1,12,3,29,899,0,0
1,12,5,29,1,12,3,29,841,0,0
2,12,5,25,1,12,3,29,725,0,0
1,13,5,39,1,12,3,29,1131,0,0
2,13,5,37,1,12,3,29,1073,0,0
1,14,5,42,1,12,3,29,1218,0,0
2,14,5,38,1,12,3,29,1102,0,0
1,15,5,20,1,12,3,29,580,0,0
2,15,5,27,1,12,3,29,783,0,0
1,10,6,23,1,12,3,29,667,0,0
2,10,6,30,1,12,3,29,870,0,0
1,11,6,36,1,12,3,29,1044,0,0
2,11,6,32,1,12,3,29,928,0,0
1,12,6,38,1,12,3,29,1102,0,0
2,12,6,22,1,12,3,29,638,0,0
1,13,6,28,1,12,3,29,812,0,0
2,13,6,30,1,12,3,29,870,0,0
1,14,6,30,1,12,3,29,870,0,0
2,14,6,28,1,12,3,29,812,0,0
1,15,6,29,1,12,3,29,841,0,0
2,15,6,24,1,12,3,29,696,0,0
1,10,7,37,1,12,3,29,1073,0,0
2,10,7,33,1,12,3,29,957,0,0
1,11,7,27,1,12,3,29,783,0,0
2,11,7,28,1,12,3,29,812,0,0
1,12,7,25,1,12,3,29,725,0,0
2,12,7,30,1,12,3,29,870,0,0
1,13,7,35,1,12,3,29,1015,0,0
2,13,7,28,1,12,3,29,812,0,0
1,14,7,30,1,12,3,29,870,0,0
2,14,7,21,1,12,3,29,609,0,0
1,15,7,29,1,12,3,29,841,0,0
2,15,7,22,1,12,3,29,638,0,0
1,10,8,43,1,12,3,29,1247,0,0
2,10,8,30,1,12,3,29,870,0,0
1,11,8,45,1,12,3,29,1305,0,0
2,11,8,27,1,12,3,29,783,0,0
1,12,8,32,1,12,3,29,928,0,0
2,12,8,35,1,12,3,29,1015,0,1
1,13,8,34,1,12,3,29,986,0,0
2,13,8,43,1,12,3,29,1247,0,0
1,14,8,30,1,12,3,29,870,0,0
2,14,8,24,1,12,3,29,696,0,0
1,15,8,31,1,12,3,29,899,0,0
2,15,8,36,1,12,3,29,1044,0,0
1,10,9,35,1,12,3,29,1015,0,0
2,10,9,23,1,12,3,29,667,0,0
1,11,9,35,1,12,3,29,1015,0,0
2,11,9,37,1,12,3,29,1073,0,0
1,12,9,40,1,12,3,29,1160,0,0
2,12,9,28,1,12,3,29,812,0,0
1,13,9,35,1,12,3,29,1015,0,0
2,13,9,33,1,12,3,29,957,0,0
1,14,9,26,1,12,3,29,754,0,0
2,14,9,28,1,12,3,29,812,0,0
1,15,9,27,1,12,3,29,783,0,0
2,15,9,32,1,12,3,29,928,0,0
1,10,10,42,1,12,3,29,1218,0,0
2,10,10,33,1,12,3,29,957,0,0
1,11,10,36,1,12,3,29,1044,0,1
2,11,10,34,1,12,3,29,986,0,0
1,12,10,38,1,12,3,29,1102,0,0
2,12,10,21,1,12,3,29,609,0,0
1,13,10,36,1,12,3,29,1044,0,0
2,13,10,29,1,12,3,29,841,0,0
1,14,10,33,1,12,3,29,957,0,0
2,14,10,31,1,12,3,29,899,0,1
1,15,10,39,1,12,3,29,1131,0,0
2,15,10,28,1,12,3,29,812,0,0
1,10,1,42,2,12,3,27,1134,0,0
2,10,1,26,2,12,3,27,702,0,0
1,11,1,32,2,12,3,27,864,0,0
2,11,1,33,2,12,3,27,891,0,0
1,12,1,34,2,12,3,27,918,0,0
2,12,1,25,2,12,3,27,675,0,0
1,13,1,25,2,12,3,27,675,0,1
2,13,1,33,2,12,3,27,891,0,0
1,14,1,27,2,12,3,27,729,0,0
2,14,1,41,2,12,3,27,1107,0,0
1,15,1,26,2,12,3,27,702,0,0
2,15,1,31,2,12,3,27,837,0,0
1,10,2,30,2,12,3,27,810,0,0
2,10,2,33,2,12,3,27,891,0,0
1,11,2,35,2,12,3,27,945,0,1
2,11,2,43,2,12,3,27,1161,0,0
1,12,2,31,2,12,3,27,837,0,0
2,12,2,41,2,12,3,27,1107,0,0
1,13,2,30,2,12,3,27,810,0,0
2,13,2,43,2,12,3,27,1161,0,0
1,14,2,24,2,12,3,27,648,0,0
2,14,2,22,2,12,3,27,594,0,0
1,15,2,29,2,12,3,27,783,0,0
2,15,2,34,2,12,3,27,918,0,0
1,10,3,24,2,12,3,27,648,0,0
2,10,3,27,2,12,3,27,729,0,0
1,11,3,29,2,12,3,27,783,0,0
2,11,3,29,2,12,3,27,783,0,0
1,12,3,29,2,12,3,27,783,0,0
2,12,3,27,2,12,3,27,351,0,0
1,13,3,29,2,12,3,27,783,0,0
2,13,3,38,2,12,3,27,1026,0,0
1,14,3,37,2,12,3,27,999,0,0
2,14,3,37,2,12,3,27,999,0,0
1,15,3,15,2,12,3,27,405,0,0
2,15,3,19,2,12,3,27,513,0,0
1,10,4,35,2,12,3,27,945,0,0
2,10,4,26,2,12,3,27,702,0,0
1,11,4,25,2,12,3,27,675,0,0
2,11,4,22,2,12,3,27,594,0,0
1,12,4,31,2,12,3,27,837,0,0
2,12,4,24,2,12,3,27,648,0,0
1,13,4,27,2,12,3,27,729,0,0
2,13,4,42,2,12,3,27,1134,0,0
1,14,4,41,2,12,3,27,1107,0,1
2,14,4,44,2,12,3,27,1188,0,0
1,15,4,30,2,12,3,27,810,0,0
2,15,4,33,2,12,3,27,891,0,0
1,10,5,22,2,12,3,27,594,0,0
2,10,5,40,2,12,3,27,1080,0,0
1,11,5,30,2,12,3,27,810,0,0
2,11,5,31,2,12,3,27,837,0,1
1,12,5,29,2,12,3,27,783,0,0
2,12,5,25,2,12,3,27,675,0,0
1,13,5,39,2,12,3,27,1053,0,0
2,13,5,37,2,12,3,27,999,0,0
1,14,5,42,2,12,3,27,1134,0,0
2,14,5,38,2,12,3,27,1026,0,0
1,15,5,20,2,12,3,27,540,0,0
2,15,5,27,2,12,3,27,729,0,0
1,10,6,23,2,12,3,27,621,0,0
2,10,6,30,2,12,3,27,810,0,0
1,11,6,36,2,12,3,27,972,0,0
2,11,6,32,2,12,3,27,864,0,0
1,12,6,38,2,12,3,27,1026,0,0
2,12,6,22,2,12,3,27,594,0,0
1,13,6,28,2,12,3,27,756,0,0
2,13,6,30,2,12,3,27,810,0,0
1,14,6,30,2,12,3,27,810,0,0
2,14,6,28,2,12,3,27,756,0,0
1,15,6,29,2,12,3,27,783,0,0
2,15,6,24,2,12,3,27,648,0,0
1,10,7,37,2,12,3,27,999,0,0
2,10,7,33,2,12,3,27,891,0,0
1,11,7,27,2,12,3,27,729,0,0
2,11,7,28,2,12,3,27,756,0,0
1,12,7,25,2,12,3,27,675,0,0
2,12,7,30,2,12,3,27,810,0,0
1,13,7,35,2,12,3,27,945,0,0
2,13,7,28,2,12,3,27,756,0,0
1,14,7,30,2,12,3,27,810,0,1
2,14,7,21,2,12,3,27,567,0,0
1,15,7,29,2,12,3,27,783,0,0
2,15,7,22,2,12,3,27,594,0,0
1,10,8,43,2,12,3,27,1161,0,0
2,10,8,30,2,12,3,27,810,0,0
1,11,8,45,2,12,3,27,1215,0,0
2,11,8,27,2,12,3,27,729,0,0
1,12,8,32,2,12,3,27,864,0,0
2,12,8,35,2,12,3,27,945,0,0
1,13,8,34,2,12,3,27,918,0,1
2,13,8,43,2,12,3,27,1161,0,0
1,14,8,30,2,12,3,27,810,0,0
2,14,8,24,2,12,3,27,648,0,0
1,15,8,31,2,12,3,27,837,0,0
2,15,8,36,2,12,3,27,972,0,0
1,10,9,35,2,12,3,27,945,0,1
2,10,9,23,2,12,3,27,621,0,0
1,11,9,35,2,12,3,27,945,0,0
2,11,9,37,2,12,3,27,999,0,0
1,12,9,40,2,12,3,27,1080,0,0
2,12,9,28,2,12,3,27,756,0,0
1,13,9,35,2,12,3,27,945,0,0
2,13,9,33,2,12,3,27,891,0,0
1,14,9,26,2,12,3,27,702,0,0
2,14,9,28,2,12,3,27,756,0,0
1,15,9,27,2,12,3,27,729,0,0
2,15,9,32,2,12,3,27,864,0,0
1,10,10,42,2,12,3,27,1134,0,0
2,10,10,33,2,12,3,27,891,0,0
1,11,10,36,2,12,3,27,972,0,0
2,11,10,34,2,12,3,27,918,0,0
1,12,10,38,2,12,3,27,1026,0,0
2,12,10,21,2,12,3,27,567,0,0
1,13,10,36,2,12,3,27,972,0,0
2,13,10,29,2,12,3,27,783,0,0
1,14,10,33,2,12,3,27,891,0,0
2,14,10,31,2,12,3,27,837,0,1
1,15,10,39,2,12,3,27,1053,0,0
2,15,10,28,2,12,3,27,756,0,0
1,10,1,42,1,13,3,29,1218,0,0
2,10,1,26,1,13,3,29,754,0,0
1,11,1,32,1,13,3,29,928,0,0
2,11,1,33,1,13,3,29,957,0,0
1,12,1,34,1,13,3,29,986,0,0
2,12,1,25,1,13,3,29,725,0,0
1,13,1,25,1,13,3,29,725,0,0
2,13,1,33,1,13,3,29,957,0,0
1,14,1,27,1,13,3,29,783,0,0
2,14,1,41,1,13,3,29,1189,0,0
1,15,1,26,1,13,3,29,754,0,0
2,15,1,31,1,13,3,29,899,0,0
1,10,2,30,1,13,3,29,870,0,0
2,10,2,33,1,13,3,29,957,0,0
1,11,2,35,1,13,3,29,1015,0,0
2,11,2,43,1,13,3,29,1247,0,0
1,12,2,31,1,13,3,29,899,0,0
2,12,2,41,1,13,3,29,1189,0,0
1,13,2,30,1,13,3,29,870,0,0
2,13,2,43,1,13,3,29,1247,0,0
1,14,2,24,1,13,3,29,696,0,0
2,14,2,22,1,13,3,29,638,0,0
1,15,2,29,1,13,3,29,841,0,0
2,15,2,34,1,13,3,29,986,0,0
1,10,3,24,1,13,3,29,696,0,0
2,10,3,27,1,13,3,29,783,0,0
1,11,3,29,1,13,3,29,841,0,0
2,11,3,29,1,13,3,29,841,0,0
1,12,3,29,1,13,3,29,841,0,0
2,12,3,27,1,13,3,29,783,0,0
1,13,3,29,1,13,3,29,406,0,0
2,13,3,38,1,13,3,29,1102,0,0
1,14,3,37,1,13,3,29,1073,0,0
2,14,3,37,1,13,3,29,1073,0,0
1,15,3,15,1,13,3,29,435,0,0
2,15,3,19,1,13,3,29,551,0,0
1,10,4,35,1,13,3,29,1015,0,0
2,10,4,26,1,13,3,29,754,0,0
1,11,4,25,1,13,3,29,725,0,0
2,11,4,22,1,13,3,29,638,0,0
1,12,4,31,1,13,3,29,899,0,0
2,12,4,24,1,13,3,29,696,0,0
1,13,4,27,1,13,3,29,783,0,0
2,13,4,42,1,13,3,29,1218,0,0
1,14,4,41,1,13,3,29,1189,0,0
2,14,4,44,1,13,3,29,1276,0,0
1,15,4,30,1,13,3,29,870,0,0
2,15,4,33,1,13,3,29,957,0,0
1,10,5,22,1,13,3,29,638,0,0
2,10,5,40,1,13,3,29,1160,0,0
1,11,5,30,1,13,3,29,870,0,0
2,11,5,31,1,13,3,29,899,0,0
1,12,5,29,1,13,3,29,841,0,0
2,12,5,25,1,13,3,29,725,0,0
1,13,5,39,1,13,3,29,1131,0,0
2,13,5,37,1,13,3,29,1073,0,0
1,14,5,42,1,13,3,29,1218,0,0
2,14,5,38,1,13,3,29,1102,0,0
1,15,5,20,1,13,3,29,580,0,0
2,15,5,27,1,13,3,29,783,0,1
1,10,6,23,1,13,3,29,667,0,0
2,10,6,30,1,13,3,29,870,0,0
1,11,6,36,1,13,3,29,1044,0,0
2,11,6,32,1,13,3,29,928,0,0
1,12,6,38,1,13,3,29,1102,0,0
2,12,6,22,1,13,3,29,638,0,0
1,13,6,28,1,13,3,29,812,0,0
2,13,6,30,1,13,3,29,870,0,0
1,14,6,30,1,13,3,29,870,0,0
2,14,6,28,1,13,3,29,812,0,0
1,15,6,29,1,13,3,29,841,0,0
2,15,6,24,1,13,3,29,696,0,0
1,10,7,37,1,13,3,29,1073,0,0
2,10,7,33,1,13,3,29,957,0,0
1,11,7,27,1,13,3,29,783,0,0
2,11,7,28,1,13,3,29,812,0,0
1,12,7,25,1,13,3,29,725,0,0
2,12,7,30,1,13,3,29,870,0,0
1,13,7,35,1,13,3,29,1015,0,0
2,13,7,28,1,13,3,29,812,0,0
1,14,7,30,1,13,3,29,870,0,0
2,14,7,21,1,13,3,29,609,0,0
1,15,7,29,1,13,3,29,841,0,0
2,15,7,22,1,13,3,29,638,0,0
1,10,8,43,1,13,3,29,1247,0,0
2,10,8,30,1,13,3,29,870,0,0
1,11,8,45,1,13,3,29,1305,0,0
2,11,8,27,1,13,3,29,783,0,0
1,12,8,32,1,13,3,29,928,0,0
2,12,8,35,1,13,3,29,1015,0,0
1,13,8,34,1,13,3,29,986,0,0
2,13,8,43,1,13,3,29,1247,0,0
1,14,8,30,1,13,3,29,870,0,0
2,14,8,24,1,13,3,29,696,0,0
1,15,8,31,1,13,3,29,899,0,0
2,15,8,36,1,13,3,29,1044,0,1
1,10,9,35,1,13,3,29,1015,0,1
2,10,9,23,1,13,3,29,667,0,0
1,11,9,35,1,13,3,29,1015,0,0
2,11,9,37,1,13,3,29,1073,0,0
1,12,9,40,1,13,3,29,1160,0,0
2,12,9,28,1,13,3,29,812,0,0
1,13,9,35,1,13,3,29,1015,0,0
2,13,9,33,1,13,3,29,957,0,1
1,14,9,26,1,13,3,29,754,0,0
2,14,9,28,1,13,3,29,812,0,0
1,15,9,27,1,13,3,29,783,0,0
2,15,9,32,1,13,3,29,928,0,0
1,10,10,42,1,13,3,29,1218,0,0
2,10,10,33,1,13,3,29,957,0,0
1,11,10,36,1,13,3,29,1044,0,0
2,11,10,34,1,13,3,29,986,0,0
1,12,10,38,1,13,3,29,1102,0,0
2,12,10,21,1,13,3,29,609,0,0
1,13,10,36,1,13,3,29,1044,0,0
2,13,10,29,1,13,3,29,841,0,0
1,14,10,33,1,13,3,29,957,0,0
2,14,10,31,1,13,3,29,899,0,0
1,15,10,39,1,13,3,29,1131,0,0
2,15,10,28,1,13,3,29,812,0,0
1,10,1,42,2,13,3,38,1596,0,0
2,10,1,26,2,13,3,38,988,0,0
1,11,1,32,2,13,3,38,1216,0,0
2,11,1,33,2,13,3,38,1254,0,0
1,12,1,34,2,13,3,38,1292,0,0
2,12,1,25,2,13,3,38,950,0,0
1,13,1,25,2,13,3,38,950,0,0
2,13,1,33,2,13,3,38,1254,0,1
1,14,1,27,2,13,3,38,1026,0,0
2,14,1,41,2,13,3,38,1558,0,0
1,15,1,26,2,13,3,38,988,0,0
2,15,1,31,2,13,3,38,1178,0,0
1,10,2,30,2,13,3,38,1140,0,0
2,10,2,33,2,13,3,38,1254,0,0
1,11,2,35,2,13,3,38,1330,0,0
2,11,2,43,2,13,3,38,1634,0,0
1,12,2,31,2,13,3,38,1178,0,0
2,12,2,41,2,13,3,38,1558,0,0
1,13,2,30,2,13,3,38,1140,0,0
2,13,2,43,2,13,3,38,1634,0,0
1,14,2,24,2,13,3,38,912,0,0
2,14,2,22,2,13,3,38,836,0,0
1,15,2,29,2,13,3,38,1102,0,0
2,15,2,34,2,13,3,38,1292,0,0
1,10,3,24,2,13,3,38,912,0,0
2,10,3,27,2,13,3,38,1026,0,0
1,11,3,29,2,13,3,38,1102,0,0
2,11,3,29,2,13,3,38,1102,0,0
1,12,3,29,2,13,3,38,1102,0,0
2,12,3,27,2,13,3,38,1026,0,0
1,13,3,29,2,13,3,38,1102,0,0
2,13,3,38,2,13,3,38,703,0,1
1,14,3,37,2,13,3,38,1406,0,0
2,14,3,37,2,13,3,38,1406,0,0
1,15,3,15,2,13,3,38,570,0,0
2,15,3,19,2,13,3,38,722,0,0
1,10,4,35,2,13,3,38,1330,0,0
2,10,4,26,2,13,3,38,988,0,0
1,11,4,25,2,13,3,38,950,0,0
2,11,4,22,2,13,3,38,836,0,0
1,12,4,31,2,13,3,38,1178,0,0
2,12,4,24,2,13,3,38,912,0,0
1,13,4,27,2,13,3,38,1026,0,0
2,13,4,42,2,13,3,38,1596,0,0
1,14,4,41,2,13,3,38,1558,0,1
2,14,4,44,2,13,3,38,1672,0,0
1,15,4,30,2,13,3,38,1140,0,0
2,15,4,33,2,13,3,38,1254,0,0
1,10,5,22,2,13,3,38,836,0,0
2,10,5,40,2,13,3,38,1520,0,0
1,11,5,30,2,13,3,38,1140,1,0
2,11,5,31,2,13,3,38,1178,0,0
1,12,5,29,2,13,3,38,1102,0,0
2,12,5,25,2,13,3,38,950,0,0
1,13,5,39,2,13,3,38,1482,0,0
2,13,5,37,2,13,3,38,1406,0,0
1,14,5,42,2,13,3,38,1596,0,0
2,14,5,38,2,13,3,38,1444,0,0
1,15,5,20,2,13,3,38,760,0,0
2,15,5,27,2,13,3,38,1026,0,0
1,10,6,23,2,13,3,38,874,0,0
2,10,6,30,2,13,3,38,1140,0,0
1,11,6,36,2,13,3,38,1368,0,0
2,11,6,32,2,13,3,38,1216,0,1
1,12,6,38,2,13,3,38,1444,0,1
2,12,6,22,2,13,3,38,836,0,0
1,13,6,28,2,13,3,38,1064,0,0
2,13,6,30,2,13,3,38,1140,0,0
1,14,6,30,2,13,3,38,1140,0,0
2,14,6,28,2,13,3,38,1064,0,0
1,15,6,29,2,13,3,38,1102,0,0
2,15,6,24,2,13,3,38,912,0,0
1,10,7,37,2,13,3,38,1406,1,0
2,10,7,33,2,13,3,38,1254,0,0
1,11,7,27,2,13,3,38,1026,0,0
2,11,7,28,2,13,3,38,1064,0,0
1,12,7,25,2,13,3,38,950,0,0
2,12,7,30,2,13,3,38,1140,0,0
1,13,7,35,2,13,3,38,1330,0,0
2,13,7,28,2,13,3,38,1064,0,0
1,14,7,30,2,13,3,38,1140,0,0
2,14,7,21,2,13,3,38,798,0,0
1,15,7,29,2,13,3,38,1102,0,0
2,15,7,22,2,13,3,38,836,0,0
1,10,8,43,2,13,3,38,1634,0,0
2,10,8,30,2,13,3,38,1140,0,0
1,11,8,45,2,13,3,38,1710,0,1
2,11,8,27,2,13,3,38,1026,0,0
1,12,8,32,2,13,3,38,1216,0,0
2,12,8,35,2,13,3,38,1330,0,0
1,13,8,34,2,13,3,38,1292,0,0
2,13,8,43,2,13,3,38,1634,0,0
1,14,8,30,2,13,3,38,1140,0,0
2,14,8,24,2,13,3,38,912,0,0
1,15,8,31,2,13,3,38,1178,0,0
2,15,8,36,2,13,3,38,1368,0,0
1,10,9,35,2,13,3,38,1330,0,0
2,10,9,23,2,13,3,38,874,0,0
1,11,9,35,2,13,3,38,1330,0,0
2,11,9,37,2,13,3,38,1406,0,0
1,12,9,40,2,13,3,38,1520,0,0
2,12,9,28,2,13,3,38,1064,0,0
1,13,9,35,2,13,3,38,1330,0,0
2,13,9,33,2,13,3,38,1254,0,0
1,14,9,26,2,13,3,38,988,0,0
2,14,9,28,2,13,3,38,1064,0,0
1,15,9,27,2,13,3,38,1026,0,0
2,15,9,32,2,13,3,38,1216,0,0
1,10,10,42,2,13,3,38,1596,0,0
2,10,10,33,2,13,3,38,1254,0,1
1,11,10,36,2,13,3,38,1368,0,0
2,11,10,34,2,13,3,38,1292,0,0
1,12,10,38,2,13,3,38,1444,0,0
2,12,10,21,2,13,3,38,798,0,0
1,13,10,36,2,13,3,38,1368,0,1
2,13,10,29,2,13,3,38,1102,0,0
1,14,10,33,2,13,3,38,1254,0,0
2,14,10,31,2,13,3,38,1178,0,0
1,15,10,39,2,13,3,38,1482,0,0
2,15,10,28,2,13,3,38,1064,0,0
1,10,1,42,1,14,3,37,1554,0,0
2,10,1,26,1,14,3,37,962,0,0
1,11,1,32,1,14,3,37,1184,0,0
2,11,1,33,1,14,3,37,1221,0,0
1,12,1,34,1,14,3,37,1258,0,0
2,12,1,25,1,14,3,37,925,0,0
1,13,1,25,1,14,3,37,925,0,0
2,13,1,33,1,14,3,37,1221,0,0
1,14,1,27,1,14,3,37,999,0,0
2,14,1,41,1,14,3,37,1517,0,0
1,15,1,26,1,14,3,37,962,0,0
2,15,1,31,1,14,3,37,1147,0,0
1,10,2,30,1,14,3,37,1110,0,0
2,10,2,33,1,14,3,37,1221,0,0
1,11,2,35,1,14,3,37,1295,0,0
2,11,2,43,1,14,3,37,1591,0,0
1,12,2,31,1,14,3,37,1147,0,0
2,12,2,41,1,14,3,37,1517,0,0
1,13,2,30,1,14,3,37,1110,0,0
2,13,2,43,1,14,3,37,1591,0,0
1,14,2,24,1,14,3,37,888,0,0
2,14,2,22,1,14,3,37,814,0,0
1,15,2,29,1,14,3,37,1073,0,0
2,15,2,34,1,14,3,37,1258,0,0
1,10,3,24,1,14,3,37,888,0,0
2,10,3,27,1,14,3,37,999,0,0
1,11,3,29,1,14,3,37,1073,0,0
2,11,3,29,1,14,3,37,1073,0,0
1,12,3,29,1,14,3,37,1073,0,0
2,12,3,27,1,14,3,37,999,0,0
1,13,3,29,1,14,3,37,1073,0,0
2,13,3,38,1,14,3,37,1406,0,0
1,14,3,37,1,14,3,37,666,0,0
2,14,3,37,1,14,3,37,1369,0,1
1,15,3,15,1,14,3,37,555,0,0
2,15,3,19,1,14,3,37,703,0,0
1,10,4,35,1,14,3,37,1295,0,0
2,10,4,26,1,14,3,37,962,0,0
1,11,4,25,1,14,3,37,925,0,0
2,11,4,22,1,14,3,37,814,0,0
1,12,4,31,1,14,3,37,1147,0,0
2,12,4,24,1,14,3,37,888,0,0
1,13,4,27,1,14,3,37,999,0,0
2,13,4,42,1,14,3,37,1554,0,0
1,14,4,41,1,14,3,37,1517,0,0
2,14,4,44,1,14,3,37,1628,0,1
1,15,4,30,1,14,3,37,1110,0,0
2,15,4,33,1,14,3,37,1221,0,0
1,10,5,22,1,14,3,37,814,0,0
2,10,5,40,1,14,3,37,1480,0,0
1,11,5,30,1,14,3,37,1110,0,1
2,11,5,31,1,14,3,37,1147,0,1
1,12,5,29,1,14,3,37,1073,0,0
2,12,5,25,1,14,3,37,925,0,0
1,13,5,39,1,14,3,37,1443,0,0
2,13,5,37,1,14,3,37,1369,0,0
1,14,5,42,1,14,3,37,1554,0,0
2,14,5,38,1,14,3,37,1406,0,0
1,15,5,20,1,14,3,37,740,0,0
2,15,5,27,1,14,3,37,999,0,0
1,10,6,23,1,14,3,37,851,0,0
2,10,6,30,1,14,3,37,1110,0,0
1,11,6,36,1,14,3,37,1332,0,0
2,11,6,32,1,14,3,37,1184,0,0
1,12,6,38,1,14,3,37,1406,0,0
2,12,6,22,1,14,3,37,814,0,0
1,13,6,28,1,14,3,37,1036,0,0
2,13,6,30,1,14,3,37,1110,0,0
1,14,6,30,1,14,3,37,1110,0,0
2,14,6,28,1,14,3,37,1036,0,0
1,15,6,29,1,14,3,37,1073,0,0
2,15,6,24,1,14,3,37,888,0,0
1,10,7,37,1,14,3,37,1369,0,0
2,10,7,33,1,14,3,37,1221,0,0
1,11,7,27,1,14,3,37,999,0,0
2,11,7,28,1,14,3,37,1036,0,0
1,12,7,25,1,14,3,37,925,0,0
2,12,7,30,1,14,3,37,1110,0,0
1,13,7,35,1,14,3,37,1295,0,0
2,13,7,28,1,14,3,37,1036,0,0
1,14,7,30,1,14,3,37,1110,0,0
2,14,7,21,1,14,3,37,777,0,0
1,15,7,29,1,14,3,37,1073,0,0
2,15,7,22,1,14,3,37,814,0,0
1,10,8,43,1,14,3,37,1591,0,1
2,10,8,30,1,14,3,37,1110,0,0
1,11,8,45,1,14,3,37,1665,0,0
2,11,8,27,1,14,3,37,999,0,0
1,12,8,32,1,14,3,37,1184,0,0
2,12,8,35,1,14,3,37,1295,0,0
1,13,8,34,1,14,3,37,1258,0,0
2,13,8,43,1,14,3,37,1591,0,0
1,14,8,30,1,14,3,37,1110,0,0
2,14,8,24,1,14,3,37,888,0,0
1,15,8,31,1,14,3,37,1147,0,0
2,15,8,36,1,14,3,37,1332,0,0
1,10,9,35,1,14,3,37,1295,0,1
2,10,9,23,1,14,3,37,851,0,0
1,11,9,35,1,14,3,37,1295,0,0
2,11,9,37,1,14,3,37,1369,0,0
1,12,9,40,1,14,3,37,1480,0,0
2,12,9,28,1,14,3,37,1036,0,0
1,13,9,35,1,14,3,37,1295,0,0
2,13,9,33,1,14,3,37,1221,0,0
1,14,9,26,1,14,3,37,962,0,0
2,14,9,28,1,14,3,37,1036,0,0
1,15,9,27,1,14,3,37,999,0,0
2,15,9,32,1,14,3,37,1184,0,0
1,10,10,42,1,14,3,37,1554,0,0
2,10,10,33,1,14,3,37,1221,0,1
1,11,10,36,1,14,3,37,1332,0,0
2,11,10,34,1,14,3,37,1258,0,0
