sex.x,SampYear.x,lbin.x,n.x,sex.y,SampYear.y,lbin.y,n.y,ncomp,POP,SOPs
1,14,5,42,1,10,1,42,1764,0,0
2,14,5,38,1,10,1,42,1596,0,0
1,15,5,20,1,10,1,42,840,0,0
2,15,5,27,1,10,1,42,1134,0,0
1,10,6,23,1,10,1,42,966,0,0
2,10,6,30,1,10,1,42,1260,0,0
1,11,6,36,1,10,1,42,1512,0,0
2,11,6,32,1,10,1,42,1344,0,0
1,12,6,38,1,10,1,42,1596,0,0
2,12,6,22,1,10,1,42,924,0,0
1,13,6,28,1,10,1,42,1176,0,0
2,13,6,30,1,10,1,42,1260,0,1
1,14,6,30,1,10,1,42,1260,0,0
2,14,6,28,1,10,1,42,1176,0,0
1,15,6,29,1,10,1,42,1218,0,0
2,15,6,24,1,10,1,42,1008,0,0
1,10,7,37,1,10,1,42,1554,0,0
2,10,7,33,1,10,1,42,1386,0,0
1,11,7,27,1,10,1,42,1134,0,0
2,11,7,28,1,10,1,42,1176,0,0
1,12,7,25,1,10,1,42,1050,0,0
2,12,7,30,1,10,1,42,1260,0,0
1,13,7,35,1,10,1,42,1470,0,0
2,13,7,28,1,10,1,42,1176,0,0
1,14,7,30,1,10,1,42,1260,0,0
2,14,7,21,1,10,1,42,882,0,0
1,15,7,29,1,10,1,42,1218,0,0
2,15,7,22,1,10,1,42,924,0,0
1,10,8,43,1,10,1,42,1806,0,0
2,10,8,30,1,10,1,42,1260,0,0
1,11,8,45,1,10,1,42,1890,0,0
2,11,8,27,1,10,1,42,1134,0,0
1,12,8,32,1,10,1,42,1344,0,0
2,12,8,35,1,10,1,42,1470,0,0
1,13,8,34,1,10,1,42,1428,0,0
2,13,8,43,1,10,1,42,1806,0,1
1,14,8,30,1,10,1,42,1260,0,0
2,14,8,24,1,10,1,42,1008,0,0
1,15,8,31,1,10,1,42,1302,0,0
2,15,8,36,1,10,1,42,1512,0,0
1,10,9,35,1,10,1,42,1470,0,0
2,10,9,23,1,10,1,42,966,0,0
1,11,9,35,1,10,1,42,1470,0,0
2,11,9,37,1,10,1,42,1554,0,0
1,12,9,40,1,10,1,42,1680,0,1
2,12,9,28,1,10,1,42,1176,0,0
1,13,9,35,1,10,1,42,1470,0,0
2,13,9,33,1,10,1,42,1386,0,0
1,14,9,26,1,10,1,42,1092,0,0
2,14,9,28,1,10,1,42,1176,0,0
1,15,9,27,1,10,1,42,1134,0,0
2,15,9,32,1,10,1,42,1344,0,0
1,10,10,42,1,10,1,42,1764,0,0
2,10,10,33,1,10,1,42,1386,0,0
1,11,10,36,1,10,1,42,1512,0,0
2,11,10,34,1,10,1,42,1428,0,0
1,12,10,38,1,10,1,42,1596,0,0
2,12,10,21,1,10,1,42,882,0,0
1,13,10,36,1,10,1,42,1512,0,0
2,13,10,29,1,10,1,42,1218,0,0
1,14,10,33,1,10,1,42,1386,0,0
2,14,10,31,1,10,1,42,1302,0,0
1,15,10,39,1,10,1,42,1638,0,0
2,15,10,28,1,10,1,42,1176,0,0
1,10,1,42,2,10,1,26,1092,0,0
2,10,1,26,2,10,1,26,325,0,0
1,11,1,32,2,10,1,26,832,0,0
2,11,1,33,2,10,1,26,858,0,0
1,12,1,34,2,10,1,26,884,0,0
2,12,1,25,2,10,1,26,650,0,0
1,13,1,25,2,10,1,26,650,0,0
2,13,1,33,2,10,1,26,858,0,1
1,14,1,27,2,10,1,26,702,0,0
2,14,1,41,2,10,1,26,1066,0,0
1,15,1,26,2,10,1,26,676,0,0
2,15,1,31,2,10,1,26,806,0,0
1,10,2,30,2,10,1,26,780,0,0
2,10,2,33,2,10,1,26,858,0,0
1,11,2,35,2,10,1,26,910,0,0
2,11,2,43,2,10,1,26,1118,0,0
1,12,2,31,2,10,1,26,806,0,0
2,12,2,41,2,10,1,26,1066,0,0
1,13,2,30,2,10,1,26,780,0,0
2,13,2,43,2,10,1,26,1118,0,0
1,14,2,24,2,10,1,26,624,0,0
2,14,2,22,2,10,1,26,572,0,0
1,15,2,29,2,10,1,26,754,0,0
2,15,2,34,2,10,1,26,884,0,0
1,10,3,24,2,10,1,26,624,0,0
2,10,3,27,2,10,1,26,702,0,0
1,11,3,29,2,10,1,26,754,0,0
2,11,3,29,2,10,1,26,754,0,0
1,12,3,29,2,10,1,26,754,0,0
2,12,3,27,2,10,1,26,702,0,0
1,13,3,29,2,10,1,26,754,0,0
2,13,3,38,2,10,1,26,988,0,0
1,14,3,37,2,10,1,26,962,0,0
2,14,3,37,2,10,1,26,962,0,1
1,15,3,15,2,10,1,26,390,0,0
2,15,3,19,2,10,1,26,494,0,0
1,10,4,35,2,10,1,26,910,0,0
2,10,4,26,2,10,1,26,676,0,0
1,11,4,25,2,10,1,26,650,0,0
2,11,4,22,2,10,1,26,572,0,1
1,12,4,31,2,10,1,26,806,0,0
2,12,4,24,2,10,1,26,624,0,0
1,13,4,27,2,10,1,26,702,0,0
2,13,4,42,2,10,1,26,1092,0,0
1,14,4,41,2,10,1,26,1066,0,0
2,14,4,44,2,10,1,26,1144,0,0
1,15,4,30,2,10,1,26,780,0,0
2,15,4,33,2,10,1,26,858,0,0
1,10,5,22,2,10,1,26,572,0,0
2,10,5,40,2,10,1,26,1040,0,0
1,11,5,30,2,10,1,26,780,0,0
2,11,5,31,2,10,1,26,806,0,0
1,12,5,29,2,10,1,26,754,0,0
2,12,5,25,2,10,1,26,650,0,0
1,13,5,39,2,10,1,26,1014,0,0
2,13,5,37,2,10,1,26,962,0,0
1,14,5,42,2,10,1,26,1092,0,0
2,14,5,38,2,10,1,26,988,0,0
1,15,5,20,2,10,1,26,520,0,0
2,15,5,27,2,10,1,26,702,0,0
1,10,6,23,2,10,1,26,598,0,0
2,10,6,30,2,10,1,26,780,0,0
1,11,6,36,2,10,1,26,936,0,0
2,11,6,32,2,10,1,26,832,0,0
1,12,6,38,2,10,1,26,988,0,0
2,12,6,22,2,10,1,26,572,0,0
1,13,6,28,2,10,1,26,728,0,0
2,13,6,30,2,10,1,26,780,0,0
1,14,6,30,2,10,1,26,780,0,0
2,14,6,28,2,10,1,26,728,0,0
1,15,6,29,2,10,1,26,754,0,0
2,15,6,24,2,10,1,26,624,0,0
1,10,7,37,2,10,1,26,962,0,0
2,10,7,33,2,10,1,26,858,0,0
1,11,7,27,2,10,1,26,702,0,0
2,11,7,28,2,10,1,26,728,0,0
1,12,7,25,2,10,1,26,650,0,0
2,12,7,30,2,10,1,26,780,0,0
1,13,7,35,2,10,1,26,910,0,0
2,13,7,28,2,10,1,26,728,0,0
1,14,7,30,2,10,1,26,780,0,0
2,14,7,21,2,10,1,26,546,0,0
1,15,7,29,2,10,1,26,754,0,0
2,15,7,22,2,10,1,26,572,0,0
1,10,8,43,2,10,1,26,1118,0,0
2,10,8,30,2,10,1,26,780,0,0
1,11,8,45,2,10,1,26,1170,0,0
2,11,8,27,2,10,1,26,702,0,0
1,12,8,32,2,10,1,26,832,0,0
2,12,8,35,2,10,1,26,910,0,0
1,13,8,34,2,10,1,26,884,0,0
2,13,8,43,2,10,1,26,1118,0,0
1,14,8,30,2,10,1,26,780,0,0
2,14,8,24,2,10,1,26,624,0,0
1,15,8,31,2,10,1,26,806,0,0
2,15,8,36,2,10,1,26,936,0,0
1,10,9,35,2,10,1,26,910,0,0
2,10,9,23,2,10,1,26,598,0,0
1,11,9,35,2,10,1,26,910,0,0
2,11,9,37,2,10,1,26,962,0,0
1,12,9,40,2,10,1,26,1040,0,0
2,12,9,28,2,10,1,26,728,0,0
1,13,9,35,2,10,1,26,910,0,0
2,13,9,33,2,10,1,26,858,0,0
1,14,9,26,2,10,1,26,676,0,0
2,14,9,28,2,10,1,26,728,0,1
1,15,9,27,2,10,1,26,702,0,1
2,15,9,32,2,10,1,26,832,0,0
1,10,10,42,2,10,1,26,1092,0,0
2,10,10,33,2,10,1,26,858,0,0
1,11,10,36,2,10,1,26,936,0,0
2,11,10,34,2,10,1,26,884,0,0
1,12,10,38,2,10,1,26,988,0,0
2,12,10,21,2,10,1,26,546,0,1
1,13,10,36,2,10,1,26,936,0,0
2,13,10,29,2,10,1,26,754,0,0
1,14,10,33,2,10,1,26,858,0,0
2,14,10,31,2,10,1,26,806,0,0
1,15,10,39,2,10,1,26,1014,0,0
2,15,10,28,2,10,1,26,728,0,0
1,10,1,42,1,11,1,32,1344,0,1
2,10,1,26,1,11,1,32,832,0,1
1,11,1,32,1,11,1,32,496,0,0
2,11,1,33,1,11,1,32,1056,0,0
1,12,1,34,1,11,1,32,1088,0,0
2,12,1,25,1,11,1,32,800,0,0
1,13,1,25,1,11,1,32,800,0,0
2,13,1,33,1,11,1,32,1056,0,0
1,14,1,27,1,11,1,32,864,0,0
2,14,1,41,1,11,1,32,1312,0,0
1,15,1,26,1,11,1,32,832,0,0
2,15,1,31,1,11,1,32,992,0,0
1,10,2,30,1,11,1,32,960,0,0
2,10,2,33,1,11,1,32,1056,0,1
1,11,2,35,1,11,1,32,1120,0,0
2,11,2,43,1,11,1,32,1376,0,0
1,12,2,31,1,11,1,32,992,0,0
2,12,2,41,1,11,1,32,1312,0,0
1,13,2,30,1,11,1,32,960,0,0
2,13,2,43,1,11,1,32,1376,0,0
1,14,2,24,1,11,1,32,768,0,0
2,14,2,22,1,11,1,32,704,0,0
1,15,2,29,1,11,1,32,928,0,0
2,15,2,34,1,11,1,32,1088,0,0
1,10,3,24,1,11,1,32,768,0,0
2,10,3,27,1,11,1,32,864,0,0
1,11,3,29,1,11,1,32,928,0,0
2,11,3,29,1,11,1,32,928,0,0
1,12,3,29,1,11,1,32,928,1,0
2,12,3,27,1,11,1,32,864,0,0
1,13,3,29,1,11,1,32,928,0,0
2,13,3,38,1,11,1,32,1216,0,0
1,14,3,37,1,11,1,32,1184,0,0
2,14,3,37,1,11,1,32,1184,0,0
1,15,3,15,1,11,1,32,480,0,0
2,15,3,19,1,11,1,32,608,0,0
1,10,4,35,1,11,1,32,1120,0,1
2,10,4,26,1,11,1,32,832,0,0
1,11,4,25,1,11,1,32,800,0,0
2,11,4,22,1,11,1,32,704,0,0
1,12,4,31,1,11,1,32,992,0,0
2,12,4,24,1,11,1,32,768,0,1
1,13,4,27,1,11,1,32,864,0,0
2,13,4,42,1,11,1,32,1344,0,0
1,14,4,41,1,11,1,32,1312,0,0
2,14,4,44,1,11,1,32,1408,0,0
1,15,4,30,1,11,1,32,960,0,0
2,15,4,33,1,11,1,32,1056,0,0
1,10,5,22,1,11,1,32,704,0,1
2,10,5,40,1,11,1,32,1280,0,0
1,11,5,30,1,11,1,32,960,0,0
2,11,5,31,1,11,1,32,992,0,0
1,12,5,29,1,11,1,32,928,0,0
2,12,5,25,1,11,1,32,800,0,1
1,13,5,39,1,11,1,32,1248,0,0
2,13,5,37,1,11,1,32,1184,0,0
1,14,5,42,1,11,1,32,1344,0,0
2,14,5,38,1,11,1,32,1216,0,1
1,15,5,20,1,11,1,32,640,0,0
2,15,5,27,1,11,1,32,864,0,0
1,10,6,23,1,11,1,32,736,0,0
2,10,6,30,1,11,1,32,960,0,0
1,11,6,36,1,11,1,32,1152,0,0
2,11,6,32,1,11,1,32,1024,0,0
1,12,6,38,1,11,1,32,1216,0,0
2,12,6,22,1,11,1,32,704,0,1
1,13,6,28,1,11,1,32,896,0,0
2,13,6,30,1,11,1,32,960,0,0
1,14,6,30,1,11,1,32,960,0,0
2,14,6,28,1,11,1,32,896,0,0
1,15,6,29,1,11,1,32,928,0,0
2,15,6,24,1,11,1,32,768,0,0
1,10,7,37,1,11,1,32,1184,1,1
2,10,7,33,1,11,1,32,1056,0,0
1,11,7,27,1,11,1,32,864,0,0
2,11,7,28,1,11,1,32,896,0,0
1,12,7,25,1,11,1,32,800,0,0
2,12,7,30,1,11,1,32,960,0,0
1,13,7,35,1,11,1,32,1120,0,0
2,13,7,28,1,11,1,32,896,0,0
1,14,7,30,1,11,1,32,960,0,0
2,14,7,21,1,11,1,32,672,0,0
1,15,7,29,1,11,1,32,928,0,1
2,15,7,22,1,11,1,32,704,0,0
1,10,8,43,1,11,1,32,1376,0,0
2,10,8,30,1,11,1,32,960,0,0
1,11,8,45,1,11,1,32,1440,0,0
2,11,8,27,1,11,1,32,864,0,1
1,12,8,32,1,11,1,32,1024,0,0
2,12,8,35,1,11,1,32,1120,0,0
1,13,8,34,1,11,1,32,1088,0,0
2,13,8,43,1,11,1,32,1376,0,1
1,14,8,30,1,11,1,32,960,0,0
2,14,8,24,1,11,1,32,768,0,0
1,15,8,31,1,11,1,32,992,0,0
2,15,8,36,1,11,1,32,1152,0,1
1,10,9,35,1,11,1,32,1120,0,0
2,10,9,23,1,11,1,32,736,0,0
1,11,9,35,1,11,1,32,1120,0,1
2,11,9,37,1,11,1,32,1184,0,0
1,12,9,40,1,11,1,32,1280,0,0
2,12,9,28,1,11,1,32,896,0,0
1,13,9,35,1,11,1,32,1120,0,0
2,13,9,33,1,11,1,32,1056,0,0
1,14,9,26,1,11,1,32,832,0,0
2,14,9,28,1,11,1,32,896,0,0
1,15,9,27,1,11,1,32,864,0,0
2,15,9,32,1,11,1,32,1024,0,0
1,10,10,42,1,11,1,32,1344,0,0
2,10,10,33,1,11,1,32,1056,0,0
1,11,10,36,1,11,1,32,1152,0,0
2,11,10,34,1,11,1,32,1088,0,0
1,12,10,38,1,11,1,32,1216,0,0
2,12,10,21,1,11,1,32,672,0,0
1,13,10,36,1,11,1,32,1152,0,0
2,13,10,29,1,11,1,32,928,0,1
1,14,10,33,1,11,1,32,1056,0,0
2,14,10,31,1,11,1,32,992,0,0
1,15,10,39,1,11,1,32,1248,0,0
2,15,10,28,1,11,1,32,896,0,1
1,10,1,42,2,11,1,33,1386,0,0
2,10,1,26,2,11,1,33,858,0,0
1,11,1,32,2,11,1,33,1056,0,0
2,11,1,33,2,11,1,33,528,0,0
1,12,1,34,2,11,1,33,1122,0,0
2,12,1,25,2,11,1,33,825,0,1
1,13,1,25,2,11,1,33,825,0,0
2,13,1,33,2,11,1,33,1089,0,0
1,14,1,27,2,11,1,33,891,0,1
2,14,1,41,2,11,1,33,1353,0,0
1,15,1,26,2,11,1,33,858,0,0
2,15,1,31,2,11,1,33,1023,0,0
1,10,2,30,2,11,1,33,990,0,0
2,10,2,33,2,11,1,33,1089,0,0
1,11,2,35,2,11,1,33,1155,0,0
2,11,2,43,2,11,1,33,1419,0,1
1,12,2,31,2,11,1,33,1023,0,0
2,12,2,41,2,11,1,33,1353,0,0
1,13,2,30,2,11,1,33,990,0,0
2,13,2,43,2,11,1,33,1419,0,0
1,14,2,24,2,11,1,33,792,0,0
2,14,2,22,2,11,1,33,726,0,0
1,15,2,29,2,11,1,33,957,0,0
2,15,2,34,2,11,1,33,1122,0,0
1,10,3,24,2,11,1,33,792,0,0
2,10,3,27,2,11,1,33,891,0,0
1,11,3,29,2,11,1,33,957,0,0
2,11,3,29,2,11,1,33,957,0,0
1,12,3,29,2,11,1,33,957,0,0
2,12,3,27,2,11,1,33,891,0,0
1,13,3,29,2,11,1,33,957,0,0
2,13,3,38,2,11,1,33,1254,0,0
1,14,3,37,2,11,1,33,1221,0,0
2,14,3,37,2,11,1,33,1221,0,0
1,15,3,15,2,11,1,33,495,0,0
2,15,3,19,2,11,1,33,627,0,0
1,10,4,35,2,11,1,33,1155,0,0
2,10,4,26,2,11,1,33,858,0,0
1,11,4,25,2,11,1,33,825,0,0
2,11,4,22,2,11,1,33,726,0,0
1,12,4,31,2,11,1,33,1023,0,0
2,12,4,24,2,11,1,33,792,0,0
1,13,4,27,2,11,1,33,891,0,0
2,13,4,42,2,11,1,33,1386,0,0
1,14,4,41,2,11,1,33,1353,0,0
2,14,4,44,2,11,1,33,1452,0,0
1,15,4,30,2,11,1,33,990,0,0
2,15,4,33,2,11,1,33,1089,0,0
1,10,5,22,2,11,1,33,726,0,0
2,10,5,40,2,11,1,33,1320,0,0
1,11,5,30,2,11,1,33,990,0,0
2,11,5,31,2,11,1,33,1023,0,0
1,12,5,29,2,11,1,33,957,0,0
2,12,5,25,2,11,1,33,825,0,0
1,13,5,39,2,11,1,33,1287,0,0
2,13,5,37,2,11,1,33,1221,0,0
1,14,5,42,2,11,1,33,1386,0,1
2,14,5,38,2,11,1,33,1254,0,0
1,15,5,20,2,11,1,33,660,0,0
2,15,5,27,2,11,1,33,891,0,0
1,10,6,23,2,11,1,33,759,0,0
2,10,6,30,2,11,1,33,990,0,0
1,11,6,36,2,11,1,33,1188,0,0
2,11,6,32,2,11,1,33,1056,0,0
1,12,6,38,2,11,1,33,1254,0,0
2,12,6,22,2,11,1,33,726,0,0
1,13,6,28,2,11,1,33,924,0,1
2,13,6,30,2,11,1,33,990,0,0
1,14,6,30,2,11,1,33,990,0,0
2,14,6,28,2,11,1,33,924,0,0
1,15,6,29,2,11,1,33,957,0,0
2,15,6,24,2,11,1,33,792,0,0
1,10,7,37,2,11,1,33,1221,0,0
2,10,7,33,2,11,1,33,1089,0,0
1,11,7,27,2,11,1,33,891,0,1
2,11,7,28,2,11,1,33,924,0,1
1,12,7,25,2,11,1,33,825,0,0
2,12,7,30,2,11,1,33,990,0,0
1,13,7,35,2,11,1,33,1155,0,0
2,13,7,28,2,11,1,33,924,0,0
1,14,7,30,2,11,1,33,990,0,0
2,14,7,21,2,11,1,33,693,0,1
1,15,7,29,2,11,1,33,957,0,0
2,15,7,22,2,11,1,33,726,0,1
1,10,8,43,2,11,1,33,1419,0,0
2,10,8,30,2,11,1,33,990,0,0
1,11,8,45,2,11,1,33,1485,0,1
2,11,8,27,2,11,1,33,891,0,0
1,12,8,32,2,11,1,33,1056,0,0
2,12,8,35,2,11,1,33,1155,0,0
1,13,8,34,2,11,1,33,1122,0,0
2,13,8,43,2,11,1,33,1419,0,0
1,14,8,30,2,11,1,33,990,0,0
2,14,8,24,2,11,1,33,792,0,0
1,15,8,31,2,11,1,33,1023,0,0
2,15,8,36,2,11,1,33,1188,0,0
1,10,9,35,2,11,1,33,1155,0,0
2,10,9,23,2,11,1,33,759,0,0
1,11,9,35,2,11,1,33,1155,0,0
2,11,9,37,2,11,1,33,1221,0,0
1,12,9,40,2,11,1,33,1320,0,0
2,12,9,28,2,11,1,33,924,0,0
1,13,9,35,2,11,1,33,1155,0,0
2,13,9,33,2,11,1,33,1089,0,0
1,14,9,26,2,11,1,33,858,0,0
2,14,9,28,2,11,1,33,924,0,0
1,15,9,27,2,11,1,33,891,0,0
2,15,9,32,2,11,1,33,1056,0,0
1,10,10,42,2,11,1,33,1386,0,0
2,10,10,33,2,11,1,33,1089,0,0
1,11,10,36,2,11,1,33,1188,0,0
2,11,10,34,2,11,1,33,1122,0,0
1,12,10,38,2,11,1,33,1254,0,0
2,12,10,21,2,11,1,33,693,0,0
1,13,10,36,2,11,1,33,1188,0,0
2,13,10,29,2,11,1,33,957,0,0
1,14,10,33,2,11,1,33,1089,0,0
2,14,10,31,2,11,1,33,1023,0,1
1,15,10,39,2,11,1,33,1287,0,0
2,15,10,28,2,11,1,33,924,0,0
1,10,1,42,1,12,1,34,1428,0,0
2,10,1,26,1,12,1,34,884,0,0
1,11,1,32,1,12,1,34,1088,0,0
2,11,1,33,1,12,1,34,1122,0,1
1,12,1,34,1,12,1,34,561,0,1
2,12,1,25,1,12,1,34,850,0,2
1,13,1,25,1,12,1,34,850,0,0
2,13,1,33,1,12,1,34,1122,0,0
1,14,1,27,1,12,1,34,918,0,0
2,14,1,41,1,12,1,34,1394,0,1
1,15,1,26,1,12,1,34,884,0,0
2,15,1,31,1,12,1,34,1054,0,0
1,10,2,30,1,12,1,34,1020,0,0
2,10,2,33,1,12,1,34,1122,0,0
1,11,2,35,1,12,1,34,1190,0,0
2,11,2,43,1,12,1,34,1462,0,0
1,12,2,31,1,12,1,34,1054,0,0
2,12,2,41,1,12,1,34,1394,0,0
1,13,2,30,1,12,1,34,1020,0,0
2,13,2,43,1,12,1,34,1462,0,0
1,14,2,24,1,12,1,34,816,0,0
2,14,2,22,1,12,1,34,748,0,0
1,15,2,29,1,12,1,34,986,0,0
2,15,2,34,1,12,1,34,1156,0,0
1,10,3,24,1,12,1,34,816,0,0
2,10,3,27,1,12,1,34,918,0,0
1,11,3,29,1,12,1,34,986,0,0
2,11,3,29,1,12,1,34,986,0,0
1,12,3,29,1,12,1,34,986,0,0
2,12,3,27,1,12,1,34,918,0,0
1,13,3,29,1,12,1,34,986,0,0
2,13,3,38,1,12,1,34,1292,0,0
1,14,3,37,1,12,1,34,1258,0,0
2,14,3,37,1,12,1,34,1258,0,0
1,15,3,15,1,12,1,34,510,0,0
2,15,3,19,1,12,1,34,646,0,0
1,10,4,35,1,12,1,34,1190,0,0
2,10,4,26,1,12,1,34,884,0,0
1,11,4,25,1,12,1,34,850,0,0
2,11,4,22,1,12,1,34,748,0,1
1,12,4,31,1,12,1,34,1054,0,0
2,12,4,24,1,12,1,34,816,0,0
1,13,4,27,1,12,1,34,918,0,0
2,13,4,42,1,12,1,34,1428,0,0
1,14,4,41,1,12,1,34,1394,0,1
2,14,4,44,1,12,1,34,1496,0,0
1,15,4,30,1,12,1,34,1020,0,0
2,15,4,33,1,12,1,34,1122,0,0
1,10,5,22,1,12,1,34,748,0,0
2,10,5,40,1,12,1,34,1360,0,0
1,11,5,30,1,12,1,34,1020,0,0
2,11,5,31,1,12,1,34,1054,0,0
1,12,5,29,1,12,1,34,986,0,0
2,12,5,25,1,12,1,34,850,0,0
1,13,5,39,1,12,1,34,1326,0,0
2,13,5,37,1,12,1,34,1258,0,0
1,14,5,42,1,12,1,34,1428,0,0
2,14,5,38,1,12,1,34,1292,0,0
1,15,5,20,1,12,1,34,680,0,0
2,15,5,27,1,12,1,34,918,0,0
1,10,6,23,1,12,1,34,782,0,0
2,10,6,30,1,12,1,34,1020,0,0
1,11,6,36,1,12,1,34,1224,0,0
2,11,6,32,1,12,1,34,1088,0,0
1,12,6,38,1,12,1,34,1292,0,0
2,12,6,22,1,12,1,34,748,0,0
1,13,6,28,1,12,1,34,952,0,0
2,13,6,30,1,12,1,34,1020,0,0
1,14,6,30,1,12,1,34,1020,0,0
2,14,6,28,1,12,1,34,952,0,0
1,15,6,29,1,12,1,34,986,0,0
2,15,6,24,1,12,1,34,816,0,1
1,10,7,37,1,12,1,34,1258,0,0
2,10,7,33,1,12,1,34,1122,0,0
1,11,7,27,1,12,1,34,918,0,0
2,11,7,28,1,12,1,34,952,0,0
1,12,7,25,1,12,1,34,850,0,0
2,12,7,30,1,12,1,34,1020,0,0
1,13,7,35,1,12,1,34,1190,0,1
2,13,7,28,1,12,1,34,952,0,0
1,14,7,30,1,12,1,34,1020,0,0
2,14,7,21,1,12,1,34,714,0,0
1,15,7,29,1,12,1,34,986,0,0
2,15,7,22,1,12,1,34,748,0,0
1,10,8,43,1,12,1,34,1462,0,0
2,10,8,30,1,12,1,34,1020,0,0
1,11,8,45,1,12,1,34,1530,0,0
2,11,8,27,1,12,1,34,918,0,0
1,12,8,32,1,12,1,34,1088,0,0
2,12,8,35,1,12,1,34,1190,0,0
1,13,8,34,1,12,1,34,1156,0,0
2,13,8,43,1,12,1,34,1462,0,0
1,14,8,30,1,12,1,34,1020,0,0
2,14,8,24,1,12,1,34,816,0,0
1,15,8,31,1,12,1,34,1054,0,0
2,15,8,36,1,12,1,34,1224,0,0
1,10,9,35,1,12,1,34,1190,0,0
2,10,9,23,1,12,1,34,782,0,0
1,11,9,35,1,12,1,34,1190,0,0
2,11,9,37,1,12,1,34,1258,0,0
1,12,9,40,1,12,1,34,1360,0,0
2,12,9,28,1,12,1,34,952,0,0
1,13,9,35,1,12,1,34,1190,0,0
2,13,9,33,1,12,1,34,1122,0,0
1,14,9,26,1,12,1,34,884,0,0
2,14,9,28,1,12,1,34,952,0,0
1,15,9,27,1,12,1,34,918,0,0
2,15,9,32,1,12,1,34,1088,0,0
1,10,10,42,1,12,1,34,1428,0,0
2,10,10,33,1,12,1,34,1122,0,1
1,11,10,36,1,12,1,34,1224,0,0
2,11,10,34,1,12,1,34,1156,0,0
1,12,10,38,1,12,1,34,1292,0,0
2,12,10,21,1,12,1,34,714,0,0
1,13,10,36,1,12,1,34,1224,0,1
2,13,10,29,1,12,1,34,986,0,0
1,14,10,33,1,12,1,34,1122,0,0
2,14,10,31,1,12,1,34,1054,0,0
1,15,10,39,1,12,1,34,1326,0,0
2,15,10,28,1,12,1,34,952,0,0
1,10,1,42,2,12,1,25,1050,0,0
2,10,1,26,2,12,1,25,650,0,0
1,11,1,32,2,12,1,25,800,0,0
2,11,1,33,2,12,1,25,825,0,0
1,12,1,34,2,12,1,25,850,0,0
2,12,1,25,2,12,1,25,300,0,0
1,13,1,25,2,12,1,25,625,0,0
2,13,1,33,2,12,1,25,825,0,0
1,14,1,27,2,12,1,25,675,0,0
2,14,1,41,2,12,1,25,1025,0,0
1,15,1,26,2,12,1,25,650,0,0
2,15,1,31,2,12,1,25,775,0,0
1,10,2,30,2,12,1,25,750,0,0
2,10,2,33,2,12,1,25,825,0,0
1,11,2,35,2,12,1,25,875,0,0
2,11,2,43,2,12,1,25,1075,0,0
1,12,2,31,2,12,1,25,775,0,0
