AgeClass	sex	pred	sd
167	1	390.054372804831	0.107864543673236
168	1	391.814462074314	0.106646697418896
169	1	393.574551343796	0.105428851164557
170	1	395.334640613279	0.104211004910217
171	1	397.094729882762	0.102993158655877
172	1	398.854819152245	0.101775312401537
173	1	400.614908421727	0.100557466147197
174	1	402.374997691211	0.0993396198928578
175	1	404.135086960693	0.098121773638518
176	1	405.895176230176	0.0969039273841782
177	1	407.655265499659	0.0956860811298385
178	1	409.415354769141	0.0944682348754987
179	1	411.175444038625	0.093250388621159
180	1	412.935533308107	0.0920325423668192
181	1	414.69562257759	0.0908146961124795
182	1	416.455711847073	0.0895968498581397
183	1	418.215801116556	0.0883790036038
184	1	419.975890386038	0.0871611573494602
185	1	421.735979655521	0.0859433110951204
186	1	423.496068925004	0.0847254648407807
187	1	425.256158194487	0.0835076185864409
188	1	427.016247463969	0.0822897723321012
189	1	428.776336733452	0.0810719260777614
190	1	430.536426002935	0.0798540798234217
191	1	432.296515272418	0.0786362335690819
192	1	434.0566045419	0.0774183873147422
193	1	435.816693811383	0.0762005410604024
194	1	437.576783080866	0.0749826948060626
195	1	439.336872350349	0.0737648485517229
196	1	441.096961619832	0.0725470022973831
197	1	442.857050889314	0.0713291560430434
198	1	444.617140158797	0.0701113097887036
199	1	446.37722942828	0.0688934635343639
200	1	448.137318697763	0.0676756172800241
201	1	449.897407967245	0.0664577710256844
202	1	451.657497236728	0.0652399247713446
203	1	453.417586506211	0.0640220785170049
204	1	455.177675775694	0.0628042322626651
205	1	456.937765045177	0.0615863860083254
206	1	458.69785431466	0.0603685397539856
207	1	460.457943584143	0.0591506934996459
208	1	462.218032853625	0.0579328472453061
209	1	463.978122123108	0.0567150009909663
210	1	465.738211392591	0.0554971547366266
211	1	467.498300662074	0.0542793084822868
212	1	469.258389931556	0.0530614622279471
213	1	471.018479201039	0.0518436159736073
214	1	472.778568470522	0.0506257697192676
215	1	474.538657740004	0.0494079234649278
216	1	476.298747009487	0.048190077210588
217	1	478.05883627897	0.0469722309562483
218	1	479.818925548453	0.0457543847019086
219	1	481.579014817936	0.0445365384475688
220	1	483.339104087418	0.043318692193229
221	1	485.099193356902	0.0421008459388893
222	1	486.859282626384	0.0408829996845496
223	1	488.619371895867	0.0396651534302098
224	1	490.37946116535	0.03844730717587
225	1	492.139550434832	0.0372294609215303
226	1	493.899639704315	0.0360116146671906
227	1	495.659728973798	0.0347937684128508
228	1	497.419818243281	0.033575922158511
229	1	499.179907512763	0.0323580759041713
230	1	500.939996782246	0.0311402296498315
231	1	502.700086051729	0.0299223833954917
232	1	504.460175321212	0.028704537141152
233	1	506.220264590695	0.0274866908868123
234	1	507.980353860178	0.0262688446324725
235	1	509.74044312966	0.0250509983781327
236	1	511.500532399143	0.023833152123793
237	1	513.260621668626	0.0226153058694532
238	1	515.020710938109	0.0213974596151135
239	1	516.780800207591	0.0201796133607737
240	1	518.540889477074	0.018961767106434
241	1	520.300978746557	0.0177439208520942
242	1	522.06106801604	0.0165260745977545
243	1	523.821157285522	0.0153082283434147
244	1	525.581246555006	0.0140903820890749
245	1	527.341335824488	0.0128725358347352
246	1	529.101425093971	0.0116546895803954
247	1	530.861514363454	0.0104368433260557
248	1	532.621603632937	0.00921899707171592
249	1	534.381692902419	0.00800115081737618
250	1	536.141782171902	0.00678330456303644
0	2	-13.2268653079999	0.311244868147975
1	2	6.30731794741525	0.310027021893635
2	2	25.8415012028304	0.308809175639295
3	2	44.3347813660822	0.307591329384956
4	2	60.8482951551586	0.306373483130616
5	2	75.5351022852865	0.305155636876276
6	2	88.5482624716931	0.303937790621936
7	2	100.040835429605	0.302719944367597
8	2	110.16588087425	0.301502098113257
9	2	119.076458520855	0.300284251858917
10	2	126.925628084646	0.299066405604577
11	2	133.866449280851	0.297848559350238
12	2	140.051981824697	0.296630713095898
13	2	145.63528543141	0.295412866841558
14	2	150.769419816219	0.294195020587218
15	2	155.602700578654	0.292977174332879
16	2	160.20375699994	0.291759328078539
17	2	164.575097248805	0.290541481824199
18	2	168.71722807017	0.289323635569859
19	2	172.630465961221	0.28810578931552
20	2	176.308842197759	0.28688794306118
21	2	179.738813377339	0.28567009680684
22	2	182.906385139929	0.2844522505525
23	2	185.797827779768	0.283234404298161
24	2	188.422469594443	0.282016558043821
25	2	190.830263312118	0.280798711789481
26	2	193.075296883938	0.279580865535141
27	2	195.211638463721	0.278363019280802
28	2	197.283299162647	0.277145173026462
29	2	199.30790025364	0.275927326772122
30	2	201.298786786768	0.274709480517782
31	2	203.269303812101	0.273491634263443
32	2	205.234084433558	0.272273788009103
33	2	207.198865055016	0.271055941754763
34	2	209.163645676474	0.269838095500423
35	2	211.128426297931	0.268620249246084
36	2	213.093206919389	0.267402402991744
37	2	215.057987540847	0.266184556737404
38	2	217.022768162304	0.264966710483064
39	2	218.987548783762	0.263748864228725
40	2	220.95232940522	0.262531017974385
41	2	222.917110026677	0.261313171720045
42	2	224.881890648135	0.260095325465705
43	2	226.846671269593	0.258877479211366
44	2	228.81145189105	0.257659632957026
45	2	230.776232512508	0.256441786702686
46	2	232.741013133966	0.255223940448346
47	2	234.705793755423	0.254006094194007
48	2	236.670574376881	0.252788247939667
49	2	238.635354998339	0.251570401685327
50	2	240.600135619796	0.250352555430987
51	2	242.564916241254	0.249134709176648
52	2	244.529696862712	0.247916862922308
53	2	246.494477484169	0.246699016667968
54	2	248.459258105627	0.245481170413628
55	2	250.424038727085	0.244263324159288
56	2	252.388819348542	0.243045477904949
57	2	254.35359997	0.241827631650609
58	2	256.318380591458	0.240609785396269
59	2	258.283161212915	0.239391939141929
60	2	260.247941834373	0.23817409288759
61	2	262.212722455831	0.23695624663325
62	2	264.177503077288	0.23573840037891
63	2	266.142283698746	0.23452055412457
64	2	268.107064320204	0.233302707870231
65	2	270.071844941661	0.232084861615891
66	2	272.036625563119	0.230867015361551
67	2	274.001406184577	0.229649169107211
68	2	275.966186806034	0.228431322852872
69	2	277.930967427492	0.227213476598532
70	2	279.89574804895	0.225995630344192
71	2	281.860528670407	0.224777784089852
72	2	283.825309291865	0.223559937835513
73	2	285.790089913323	0.222342091581173
74	2	287.75487053478	0.221124245326833
75	2	289.719651156238	0.219906399072493
76	2	291.684431777696	0.218688552818154
77	2	293.649212399153	0.217470706563814
78	2	295.613993020611	0.216252860309474
79	2	297.578773642069	0.215035014055134
80	2	299.543554263526	0.213817167800795
81	2	301.508334884984	0.212599321546455
82	2	303.473115506442	0.211381475292115
83	2	305.437896127899	0.210163629037775
84	2	307.402676749357	0.208945782783436
85	2	309.367457370815	0.207727936529096
86	2	311.332237992272	0.206510090274756
87	2	313.29701861373	0.205292244020416
88	2	315.261799235188	0.204074397766077
89	2	317.226579856645	0.202856551511737
90	2	319.191360478103	0.201638705257397
91	2	321.156141099561	0.200420859003057
92	2	323.120921721018	0.199203012748718
93	2	325.085702342476	0.197985166494378
94	2	327.050482963934	0.196767320240038
95	2	329.015263585391	0.195549473985698
96	2	330.980044206849	0.194331627731359
97	2	332.944824828307	0.193113781477019
98	2	334.909605449764	0.191895935222679
99	2	336.874386071222	0.190678088968339
100	2	338.839166692679	0.189460242714
101	2	340.803947314137	0.18824239645966
102	2	342.768727935595	0.18702455020532
103	2	344.733508557052	0.18580670395098
104	2	346.69828917851	0.184588857696641
105	2	348.663069799968	0.183371011442301
106	2	350.627850421425	0.182153165187961
107	2	352.592631042883	0.180935318933621
108	2	354.557411664341	0.179717472679282
109	2	356.522192285799	0.178499626424942
110	2	358.486972907256	0.177281780170602
111	2	360.451753528714	0.176063933916262
112	2	362.416534150172	0.174846087661923
113	2	364.381314771629	0.173628241407583
114	2	366.346095393087	0.172410395153243
115	2	368.310876014545	0.171192548898903
116	2	370.275656636002	0.169974702644563
117	2	372.24043725746	0.168756856390224
118	2	374.205217878918	0.167539010135884
119	2	376.169998500375	0.166321163881544
120	2	378.134779121833	0.165103317627204
121	2	380.099559743291	0.163885471372865
122	2	382.064340364749	0.162667625118525
123	2	384.029120986206	0.161449778864185
124	2	385.993901607664	0.160231932609845
125	2	387.958682229121	0.159014086355506
126	2	389.923462850579	0.157796240101166
127	2	391.888243472037	0.156578393846826
128	2	393.853024093494	0.155360547592486
129	2	395.817804714952	0.154142701338147
130	2	397.78258533641	0.152924855083807
131	2	399.747365957867	0.151707008829467
132	2	401.712146579325	0.150489162575127
133	2	403.676927200782	0.149271316320788
134	2	405.64170782224	0.148053470066448
135	2	407.606488443698	0.146835623812108
136	2	409.571269065156	0.145617777557768
137	2	411.536049686613	0.144399931303429
138	2	413.500830308071	0.143182085049089
139	2	415.465610929529	0.141964238794749
140	2	417.430391550986	0.140746392540409
141	2	419.395172172444	0.13952854628607
142	2	421.359952793902	0.13831070003173
143	2	423.32473341536	0.13709285377739
144	2	425.289514036817	0.13587500752305
145	2	427.254294658275	0.134657161268711
146	2	429.219075279732	0.133439315014371
147	2	431.18385590119	0.132221468760031
148	2	433.148636522648	0.131003622505691
149	2	435.113417144105	0.129785776251352
150	2	437.078197765563	0.128567929997012
151	2	439.042978387021	0.127350083742672
152	2	441.007759008478	0.126132237488332
153	2	442.972539629936	0.124914391233993
154	2	444.937320251394	0.123696544979653
155	2	446.902100872851	0.122478698725313
156	2	448.866881494309	0.121260852470973
157	2	450.831662115767	0.120043006216634
158	2	452.796442737224	0.118825159962294
159	2	454.761223358682	0.117607313707954
160	2	456.72600398014	0.116389467453614
161	2	458.690784601597	0.115171621199275
162	2	460.655565223055	0.113953774944935
163	2	462.620345844513	0.112735928690595
164	2	464.585126465971	0.111518082436255
165	2	466.549907087428	0.110300236181916
166	2	468.514687708886	0.109082389927576
167	2	470.479468330345	0.107864543673236
168	2	472.444248951802	0.106646697418896
169	2	474.409029573259	0.105428851164557
170	2	476.373810194717	0.104211004910217
171	2	478.338590816174	0.102993158655877
172	2	480.303371437632	0.101775312401537
173	2	482.26815205909	0.100557466147197
174	2	484.232932680548	0.0993396198928578
175	2	486.197713302006	0.098121773638518
176	2	488.162493923463	0.0969039273841782
177	2	490.127274544921	0.0956860811298385
178	2	492.092055166378	0.0944682348754987
179	2	494.056835787836	0.093250388621159
180	2	496.021616409294	0.0920325423668192
181	2	497.986397030751	0.0908146961124795
182	2	499.951177652209	0.0895968498581397
183	2	501.915958273667	0.0883790036038
184	2	503.880738895125	0.0871611573494602
185	2	505.845519516582	0.0859433110951204
186	2	507.81030013804	0.0847254648407807
187	2	509.775080759498	0.0835076185864409
188	2	511.739861380955	0.0822897723321012
189	2	513.704642002412	0.0810719260777614
190	2	515.669422623871	0.0798540798234217
191	2	517.634203245328	0.0786362335690819
192	2	519.598983866785	0.0774183873147422
193	2	521.563764488243	0.0762005410604024
194	2	523.528545109701	0.0749826948060626
195	2	525.493325731159	0.0737648485517229
196	2	527.458106352616	0.0725470022973831
197	2	529.422886974074	0.0713291560430434
198	2	531.387667595532	0.0701113097887036
199	2	533.352448216989	0.0688934635343639
200	2	535.317228838447	0.0676756172800241
201	2	537.282009459904	0.0664577710256844
202	2	539.246790081362	0.0652399247713446
203	2	541.21157070282	0.0640220785170049
204	2	543.176351324278	0.0628042322626651
205	2	545.141131945736	0.0615863860083254
206	2	547.105912567193	0.0603685397539856
207	2	549.070693188651	0.0591506934996459
208	2	551.035473810108	0.0579328472453061
209	2	553.000254431566	0.0567150009909663
210	2	554.965035053024	0.0554971547366266
211	2	556.929815674482	0.0542793084822868
212	2	558.894596295939	0.0530614622279471
213	2	560.859376917397	0.0518436159736073
214	2	562.824157538855	0.0506257697192676
215	2	564.788938160312	0.0494079234649278
216	2	566.75371878177	0.048190077210588
217	2	568.718499403228	0.0469722309562483
218	2	570.683280024685	0.0457543847019086
219	2	572.648060646143	0.0445365384475688
220	2	574.6128412676	0.043318692193229
221	2	576.577621889058	0.0421008459388893
222	2	578.542402510516	0.0408829996845496
223	2	580.507183131973	0.0396651534302098
224	2	582.471963753432	0.03844730717587
225	2	584.436744374889	0.0372294609215303
226	2	586.401524996346	0.0360116146671906
227	2	588.366305617804	0.0347937684128508
228	2	590.331086239262	0.033575922158511
229	2	592.295866860719	0.0323580759041713
230	2	594.260647482177	0.0311402296498315
231	2	596.225428103635	0.0299223833954917
232	2	598.190208725092	0.028704537141152
233	2	600.154989346551	0.0274866908868123
234	2	602.119769968008	0.0262688446324725
235	2	604.084550589465	0.0250509983781327
236	2	606.049331210924	0.023833152123793
237	2	608.014111832381	0.0226153058694532
238	2	609.978892453839	0.0213974596151135
239	2	611.943673075296	0.0201796133607737
240	2	613.908453696754	0.018961767106434
241	2	615.873234318212	0.0177439208520942
242	2	617.838014939669	0.0165260745977545
243	2	619.802795561127	0.0153082283434147
244	2	621.767576182585	0.0140903820890749
245	2	623.732356804042	0.0128725358347352
246	2	625.6971374255	0.0116546895803954
247	2	627.661918046958	0.0104368433260557
248	2	629.626698668416	0.00921899707171592
249	2	631.591479289873	0.00800115081737618
250	2	633.55625991133	0.00678330456303644
